id	name	sido	gu	addr	x	y	class_2008	class_2009	class_2010	class_2011	class_2012	class_2013	class_2014	class_2015	class_2016	class_2017	class_2018	class_2019	class_2020	class_2021	class_2022	class_2023	student_2008	student_2009	student_2010	student_2011	student_2012	student_2013	student_2014	student_2015	student_2016	student_2017	student_2018	student_2019	student_2020	student_2021	student_2022	student_2023
NONE	송흥초등학교	전남	영광군	전라남도 영광군 염산면옥실리 158	126.3794973	35.1916891	6	6	3	3	4	0	0	0	0	0	0	0	0	0	0	0	41	42	24	20	17	0	0	0	0	0	0	0	0	0	0	0
S140001689	염산초등학교	전남	영광군	전라남도 영광군 염산면 칠산로 124	126.3671878	35.2209042	7	7	7	7	6	6	6	7	7	7	7	7	7	7	7	7	105	90	86	69	57	71	58	72	84	80	84	81	80	75	60	52
S140001668	염산초등학교낙월분교장	전남	영광군	전라남도 영광군 염산면 칠산로5길 124	126.3435321	35.2143157	0	0	0	2	1	1	1	1	2	2	2	2	2	2	1	1	0	0	0	9	3	1	2	2	5	5	4	4	7	6	4	2
NONE	염산초등학교신성분교장	전남	영광군	전남 영광군 염산면 신성리255	126.3616444	35.2406647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NONE	염산초등학교야월분교장	전남	영광군	전라남도 영광군 염산면 야월리300번지	126.3190202	35.2298741	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	26	23	21	14	13	0	0	0	0	0	0	0	0	0	0	0
NONE	영광서초등학교	전남	영광군	전라남도 영광군 영광읍계송리 667	126.5201875	35.3005723	6	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	37	32	29	0	0	0	0	0	0	0	0	0	0	0	0	0
S140001693	영광중앙초등학교	전남	영광군	전라남도 영광군 영광읍 천년로13길 57-9	126.50635	35.2793	37	35	33	30	27	26	26	25	26	24	21	20	19	19	22	23	1070	945	887	780	700	612	589	565	564	527	507	493	461	457	459	472
NONE	영광중앙초등학교월송분교장	전남	영광군	전라남도 영광군 영광읍 덕호로 36	126.4855214	35.3065339	0	0	0	0	0	3	3	3	3	2	2	0	0	0	0	0	0	0	0	0	0	12	11	9	12	6	5	0	0	0	0	0
S140001694	영광초등학교	전남	영광군	전라남도 영광군 영광읍 중앙로 216-7	126.5141209	35.2786948	33	35	32	36	36	37	36	36	35	34	36	38	36	35	35	34	969	929	909	957	927	892	856	848	838	842	862	873	831	806	780	740
NONE	월송초등학교	전남	영광군	전라남도 영광군 영광읍 덕호로36	126.4855214	35.3065339	5	4	3	3	3	0	0	0	0	0	0	0	0	0	0	0	29	30	24	12	9	0	0	0	0	0	0	0	0	0	0	0
S140001700	홍농서초등학교	전남	영광군	전라남도 영광군 홍농읍 홍농로4길 30	126.440125	35.418443	4	4	4	3	4	4	5	5	5	5	6	6	6	6	6	5	32	29	30	25	17	17	21	24	35	42	46	45	37	31	26	21
S140001701	홍농초등학교	전남	영광군	전라남도 영광군 홍농읍 상하길 76-22	126.4476	35.3991154	23	23	22	20	19	18	16	15	17	17	16	17	16	15	14	14	612	578	524	454	412	362	345	336	334	342	317	330	311	288	256	252
NONE	홍농초등학교동명분교장	전남	영광군	전라남도 영광군 홍농읍 가곡리243	126.4728534	35.4019699	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S140001744	구림초등학교	전남	영암군	전라남도 영암군 군서면 왕인로 509	126.632	34.7634583	9	9	8	6	6	6	6	6	6	6	7	7	7	6	7	7	175	152	127	106	104	90	83	85	71	74	67	62	53	54	55	43
S140001748	금정초등학교	전남	영암군	전라남도 영암군 금정면 영나로 836	126.75285	34.8615321	7	7	7	7	7	7	7	7	6	6	6	6	6	6	6	5	78	79	73	64	58	47	41	38	32	36	34	32	24	27	22	20
S140001751	대불초등학교	전남	영암군	전라남도 영암군 삼호읍 대불주거6로 41	126.4601194	34.7566074	15	17	15	12	12	13	12	13	12	12	12	12	21	24	25	28	355	390	348	300	287	274	245	235	242	251	253	280	483	495	508	547
S140001752	덕진초등학교	전남	영암군	전라남도 영암군 덕진면 백운선로 21	126.698813	34.821483	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	40	42	46	44	47	46	39	42	35	33	33	36	42	44	43	36
S140001753	도포초등학교	전남	영암군	전라남도 영암군 도포면 줄다리로 117	126.6353635	34.8365579	7	7	7	7	7	7	6	6	7	7	6	6	6	6	7	7	88	88	78	59	50	43	36	35	32	32	25	28	30	33	42	32
NONE	도포초등학교도신분교장	전남	영암군	전남 영암군 도포면 영호리산167	126.6536004	34.8650373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NONE	도포초등학교수산분교장	전남	영암군	전남 영암군 도포면 수산리282-4	126.6676531	34.8367727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NONE	도포초등학교영농분교장	전남	영암군	전라남도 영암군 도포면 영호길 89	126.647374	34.8712218	3	3	3	2	2	2	2	0	0	0	0	0	0	0	0	0	9	9	8	7	5	4	4	0	0	0	0	0	0	0	0	0
S140001757	독천초등학교	전남	영암군	전라남도 영암군 학산면 영산로 58	126.5648477	34.7279713	10	10	10	10	9	8	7	7	7	7	7	7	7	7	7	7	213	203	184	177	156	148	117	100	91	89	87	78	74	70	74	64
NONE	미암서초등학교	전남	영암군	전남 영암군 미암면 호포리83	126.5439672	34.6985701	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S140001760	미암초등학교	전남	영암군	전라남도 영암군 미암면 미중로 61	126.573875	34.6999263	3	6	6	6	6	6	6	6	6	6	6	6	6	5	5	5	20	53	45	42	41	37	36	42	38	33	32	32	22	18	13	12
S140001761	삼호서초등학교	전남	영암군	전라남도 영암군 삼호읍 신항로 77	126.37855	34.7454596	43	34	30	27	26	26	24	23	24	23	22	20	19	19	19	19	1142	943	786	722	650	623	552	571	579	527	498	458	415	345	309	308
S140001762	삼호중앙초등학교	전남	영암군	전라남도 영암군 삼호읍 중앙촌길 35	126.4698937	34.7470255	23	22	24	27	28	27	28	28	27	27	28	29	26	24	23	23	567	572	650	627	679	651	694	684	673	670	681	660	590	532	500	444
S140001763	서창초등학교	전남	영암군	전라남도 영암군 삼호읍 서창호수길 4	126.5324258	34.7281541	4	6	6	6	6	6	6	6	6	6	6	6	6	7	7	7	35	43	45	44	45	36	30	31	35	34	39	47	51	58	59	51
S140001765	시종초등학교	전남	영암군	전라남도 영암군 시종면 내동중앙로 17	126.6073875	34.8672904	7	7	6	8	8	7	7	7	7	7	7	6	6	6	6	7	155	134	116	136	123	101	94	84	73	61	61	57	44	37	38	43
NONE	시종초등학교신학분교장	전남	영암군	전남 영암군 시종면 신학리709	126.5902092	34.8305406	4	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	30	32	30	0	0	0	0	0	0	0	0	0	0	0	0	0
NONE	시종초등학교종남분교장	전남	영암군	전라남도 영암군 시종면금지리 1086	126.6095553	34.8985781	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	2	0	0	0	0	0	0	0	0	0	0	0
S140001769	신북초등학교	전남	영암군	전라남도 영암군 신북면 간은정로 67	126.6964185	34.8912112	12	11	10	10	9	9	9	8	7	7	7	7	6	6	6	6	234	200	186	178	162	152	145	149	134	127	121	105	69	66	61	50
NONE	신북초등학교신북서분교장	전남	영암군	전남 영암군 신북면 학동리468	126.6790145	34.9286887	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	18	13	10	0	0	0	0	0	0	0	0	0	0	0	0	0
S140001772	영암초등학교	전남	영암군	전라남도 영암군 영암읍 영암초중고길 1	126.687797	34.7966891	32	31	30	29	26	24	21	22	20	20	20	21	21	21	19	19	915	837	815	718	630	567	531	512	485	466	472	482	459	452	437	430
S140001773	용당초등학교	전남	영암군	전라남도 영암군 삼호읍 아산길 26-10	126.3996625	34.7619167	6	6	6	6	6	6	6	6	7	7	7	7	7	7	7	7	90	72	68	66	53	62	56	57	53	61	63	76	56	56	48	46
S140001775	장천초등학교	전남	영암군	전라남도 영암군 서호면 서호로 332	126.5822	34.75595	6	6	6	6	7	7	6	6	6	6	6	6	6	6	6	6	78	74	62	66	51	45	44	38	35	29	32	32	29	34	35	27
NONE	종남초등학교	전남	영암군	전라남도 영암군 시종면금지리 1078	126.6085846	34.898416	4	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	26	20	13	0	0	0	0	0	0	0	0	0	0	0	0	0
S140001777	학산초등학교	전남	영암군	전라남도 영암군 학산면 금계로 193	126.596925	34.7203096	6	6	4	6	6	6	6	6	7	7	7	7	7	7	7	7	46	48	36	39	42	40	36	35	38	39	34	34	33	35	40	31
S140001816	고금초등학교	전남	완도군	전라남도 완도군 고금면 고금동로 17-33	126.8002215	34.3976055	11	11	12	12	11	11	11	11	10	9	10	9	9	9	9	10	209	199	198	183	182	174	180	162	165	155	159	150	140	145	136	126
S140001824	군외초등학교	전남	완도군	전라남도 완도군 군외면 청해진서로 2020	126.6466631	34.3793973	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	6	95	84	78	68	66	52	47	38	44	42	43	40	34	33	24	24
NONE	군외초등학교백일분교장	전남	완도군	전라남도 완도군 군외면 당인리106-24	126.588876	34.294835	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NONE	군외초등학교불목분교장	전남	완도군	전라남도 완도군 군외면 청해진북로 609	126.6993133	34.3927269	3	3	2	2	1	1	0	0	0	0	0	0	0	0	0	0	18	17	14	9	7	4	0	0	0	0	0	0	0	0	0	0
S140001829	금당초등학교	전남	완도군	전라남도 완도군 금당면 금당로 220-23	127.061175	34.4409179	6	6	6	6	6	6	6	6	6	5	5	5	5	5	7	6	51	52	45	41	35	41	34	36	29	25	27	24	22	23	26	26
NONE	금당초등학교비견분교장	전남	완도군	전남 완도군 금당면 차우리1555	127.0807098	34.4249095	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S140001832	금일동초등학교	전남	완도군	전라남도 완도군 금일읍 월송1길 18-13	127.0551592	34.3402793	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	53	48	49	46	44	38	39	38	39	37	39	35	41	41	39	36
S140001835	금일초등학교	전남	완도군	전라남도 완도군 금일읍 구동2길 38	127.0332999	34.3552558	6	6	6	6	6	6	6	6	6	6	6	6	6	6	7	7	108	97	90	85	81	71	76	73	71	73	72	67	69	70	75	70
NONE	금일초등학교신도분교장	전남	완도군	전라남도 완도군 금일읍 신도길41-1	127.0465947	34.3870604	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0
S140001840	넙도초등학교	전남	완도군	전라남도 완도군 노화읍 넙도길 294-31	126.5038262	34.1883439	6	6	5	5	5	5	5	6	6	6	5	5	6	6	5	3	35	35	25	29	27	25	25	29	27	27	24	23	20	19	17	7
S140003962	넙도초등학교서리분교장	전남	완도군	전라남도 완도군 노화읍 서넙도길 68	126.4838272	34.1848115	3	3	3	3	3	2	2	1	1	1	1	1	1	1	2	2	11	6	9	8	11	6	6	4	4	4	5	3	3	3	5	7
NONE	노화동초등학교	전남	완도군	전남 완도군 노화읍 구석리925	126.6029889	34.2051423	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S140001844	노화북초등학교	전남	완도군	전라남도 완도군 노화읍 신목길 102	126.5773693	34.2157664	6	6	6	6	6	6	6	6	6	6	6	6	6	6	7	7	58	62	59	68	54	50	53	68	66	71	83	78	74	71	71	64
S140001845	노화중앙초등학교	전남	완도군	전라남도 완도군 노화읍 이목25번길 49-13	126.5721855	34.1789219	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	128	125	111	101	96	94	94	81	73	71	77	78	70	61	56	49
S140001846	노화초등학교	전남	완도군	전라남도 완도군 노화읍 노화서로 149	126.569824	34.1955072	6	6	6	6	6	6	6	6	6	6	7	7	7	7	7	7	56	83	87	91	89	99	107	103	111	113	122	132	120	121	111	101
S140001849	보길동초등학교	전남	완도군	전라남도 완도군 보길면 중리1길 6-18	126.5922369	34.1634939	5	6	5	5	6	6	6	6	6	6	6	7	7	7	7	7	47	46	45	48	50	38	36	41	45	46	54	63	62	72	73	72
NONE	보길동초등학교예작분교장	전남	완도군	전라남도 완도군 보길면 예작도길 1-13	126.5685225	34.135331	3	2	2	2	2	1	1	0	0	0	0	0	0	0	0	0	6	4	4	4	4	2	1	0	0	0	0	0	0	0	0	0
S140001852	보길초등학교	전남	완도군	전라남도 완도군 보길면 부황길 67	126.555075	34.162174	6	6	6	6	6	6	6	6	6	6	6	6	7	7	7	7	89	82	79	81	83	93	95	90	89	87	85	92	91	95	91	88
S140001853	생영초등학교	전남	완도군	전라남도 완도군 생일면 생일로579번길 3	126.9967139	34.3324989	5	5	5	4	4	4	4	4	4	4	3	4	6	6	6	5	27	31	29	25	24	16	14	14	18	16	14	17	18	21	24	18
NONE	생영초등학교봉선분교장	전남	완도군	전남 완도군 생일면 봉선리516	126.9886059	34.3119134	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S140001855	소안초등학교	전남	완도군	전라남도 완도군 소안면 소안로 213	126.6540276	34.1722726	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	118	120	102	101	90	79	72	75	81	87	90	94	93	96	93	93
NONE	소안초등학교진산분교장	전남	완도군	전남 완도군 소안면 진산리847	126.6427728	34.1367243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NONE	소안초등학교횡간분교장	전남	완도군	전남 완도군 소안면 횡간리151	126.6116169	34.239593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S140001859	신지동초등학교	전남	완도군	전라남도 완도군 신지면 신지로 815-1	126.8511469	34.3273626	6	6	6	6	6	6	6	5	5	5	4	4	5	5	5	5	56	55	56	53	47	37	34	29	28	29	19	20	15	17	16	17
S140001860	신지초등학교	전남	완도군	전라남도 완도군 신지면 대곡48번길 37	126.8305054	34.3374435	7	7	7	7	7	6	6	6	6	6	6	6	6	6	6	6	110	107	88	88	86	86	84	79	83	79	70	56	46	38	39	35
S140001863	약산초등학교	전남	완도군	전라남도 완도군 약산면 약산로 351-1	126.8969915	34.3937506	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	7	116	99	92	79	73	62	51	52	49	47	50	56	52	55	64	63
S140001865	완도중앙초등학교	전남	완도군	전라남도 완도군 완도읍 개포로135번길 37	126.7404381	34.3216285	39	37	33	30	29	29	28	27	27	28	28	29	28	29	29	31	1098	1012	914	809	781	710	683	662	662	678	678	699	678	707	705	684
S140001866	완도초등학교	전남	완도군	전라남도 완도군 완도읍 중앙길 43	126.7604601	34.3124629	22	21	20	18	15	16	15	14	14	14	14	15	14	15	15	14	549	506	457	407	364	330	292	273	250	246	243	253	235	233	221	214
S140001874	청산초등학교	전남	완도군	전라남도 완도군 청산면 청산로 1602-1	126.858775	34.1829513	7	7	7	7	7	7	7	7	7	7	6	6	6	6	6	6	72	75	71	69	64	65	63	53	60	54	45	38	33	33	35	31
S140003955	청산초등학교모도분교장	전남	완도군	전라남도 완도군 청산면 대모도12번길 20-1	126.7538503	34.2009383	1	2	1	1	1	2	2	2	2	2	2	2	1	1	1	1	3	6	3	2	3	7	4	5	5	5	5	4	3	3	3	2
NONE	청산초등학교여서분교장	전남	완도군	전라남도 완도군 청산면 여서리 31번길 22-8전라남도 완도군 청산면 여서리 31번길 22-8	126.9251963	33.9826135	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0
NONE	청산초등학교청산동분교장	전남	완도군	전남 완도군 청산면 부흥리591	126.886135	34.1776971	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S140001878	청해초등학교	전남	완도군	전라남도 완도군 완도읍 청해진로 1374	126.7279038	34.3587667	6	6	6	6	6	6	6	6	6	6	7	7	7	7	7	7	50	53	63	120	117	102	91	80	73	77	70	66	79	84	69	59
S140001882	화흥초등학교	전남	완도군	전라남도 완도군 완도읍 청해진서로 824	126.701075	34.325275	6	6	6	6	6	6	6	6	6	6	6	6	6	7	7	7	46	45	45	41	34	39	33	45	37	32	36	39	36	38	37	43
S140001921	동화초등학교	전남	장성군	전남 장성군 동화면 용정교촌길 45	126.736425	35.2740917	6	6	6	6	6	6	6	6	6	6	6	7	7	7	7	7	90	83	69	55	43	33	40	34	36	33	34	40	38	35	28	28
S140001922	북이초등학교	전남	장성군	전라남도 장성군 북이면 신창길 13	126.804875	35.4337513	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	140	124	115	103	80	73	62	69	68	57	64	54	47	49	44	42
S140001924	북일초등학교	전남	장성군	전라남도 장성군 북일면 신흥로 574	126.7940474	35.3848385	7	7	7	7	7	7	7	7	7	6	7	7	7	7	7	6	47	42	42	53	53	54	51	39	39	29	28	28	25	28	26	22
S140001925	분향초등학교	전남	장성군	전라남도 장성군 남면 황토단감로 142-11	126.8014	35.2395013	7	6	6	7	7	7	7	7	6	6	7	7	7	7	7	7	124	108	106	81	72	68	67	69	69	70	84	86	82	81	83	76
S140001926	사창초등학교	전남	장성군	전라남도 장성군 삼계면 사창로 64-17	126.6659376	35.2606425	31	30	29	29	30	27	25	26	26	27	29	26	25	23	21	21	790	713	686	662	629	616	572	561	535	566	566	501	478	405	364	317
S140001929	삼서초등학교	전남	장성군	전라남도 장성군 삼서면 대곡한실길 26	126.653689	35.2299323	6	7	7	7	7	7	7	7	7	7	7	6	7	7	7	7	74	71	60	52	57	69	71	83	90	84	78	78	77	70	76	67
S140001930	서삼초등학교	전남	장성군	전라남도 장성군 서삼면 축령로 368	126.7680175	35.3341347	7	7	7	7	7	7	6	7	6	6	6	7	6	6	7	7	81	79	69	68	66	51	48	43	33	31	32	29	27	28	44	34
S140001931	약수초등학교	전남	장성군	전남 장성군 북하면 백양로 883 사택	126.880575	35.4082737	7	7	7	7	7	7	7	7	7	6	6	6	6	6	6	6	74	78	70	65	53	53	54	52	48	48	41	38	38	36	41	36
NONE	약수초등학교북상분교장	전남	장성군	전남 장성군 북하면 신성리71-1	126.84748	35.425791	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S140001933	월평초등학교	전남	장성군	전라남도 장성군 황룡면 신월산1길 10	126.775764	35.2907236	13	13	12	12	11	11	11	11	10	10	11	10	9	11	12	13	259	233	228	199	180	169	169	175	171	165	174	165	147	147	168	168
NONE	월평초등학교황룡분교장	전남	장성군	전남 장성군 황룡면 아곡리46	126.743095	35.3122879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S140001935	장성성산초등학교	전남	장성군	전라남도 장성군 장성읍 성산2길 21	126.8054	35.3266167	7	7	7	7	7	7	7	7	7	7	7	7	7	8	8	8	109	109	117	108	108	97	85	72	67	74	74	85	84	83	84	86
S140001936	장성중앙초등학교	전남	장성군	전라남도 장성군 장성읍 제봉로 84	126.7871724	35.2984974	27	26	24	22	21	20	21	22	20	21	22	23	23	25	25	25	735	664	595	557	513	494	506	493	477	476	484	516	521	546	540	527
S140001937	진원동초등학교	전남	장성군	전라남도 장성군 진원면 불태3로 245	126.863244	35.2600209	6	6	6	6	6	6	6	6	6	7	7	7	7	7	7	7	58	53	76	77	78	82	87	89	84	89	73	78	80	81	65	57
S140001938	진원초등학교	전남	장성군	전라남도 장성군 진원면 진남1로 199	126.8223375	35.2631	6	6	7	8	9	10	10	11	12	12	12	12	12	12	13	13	54	52	99	122	152	167	176	197	211	206	214	209	212	245	224	215
S140001968	관산남초등학교	전남	장흥군	전라남도 장흥군 관산읍 장흥대로 1350	126.9546285	34.5262842	6	6	6	6	6	6	6	6	6	6	6	6	5	5	6	6	80	70	63	48	50	46	46	42	38	33	32	34	27	27	25	24
S140001970	관산초등학교	전남	장흥군	전라남도 장흥군 관산읍 관산로 64	126.94	34.5614583	12	11	10	10	9	8	8	7	7	7	7	7	7	7	7	7	226	212	180	169	171	153	157	126	133	135	114	100	86	79	64	54
NONE	관산초등학교영성분교장	전남	장흥군	전남 장흥군 관산읍 죽청리421	126.966704	34.5807649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S140001974	대덕초등학교	전남	장흥군	전라남도 장흥군 대덕읍 대대로 947	126.890425	34.4996679	12	13	12	10	9	8	7	7	7	7	7	7	7	7	7	7	241	234	222	197	167	153	131	120	115	119	108	113	101	98	94	84
S140001975	명덕초등학교	전남	장흥군	전라남도 장흥군 회진면 회진로 805-17	126.9671375	34.4794429	6	6	5	5	5	5	5	5	5	5	5	5	6	6	6	6	60	55	43	33	34	32	28	23	23	26	23	21	27	25	28	23
S140001977	부산초등학교	전남	장흥군	전라남도 장흥군 부산면 부유로 25-16	126.901263	34.722893	6	6	6	6	6	6	6	7	7	7	7	7	7	7	7	7	31	37	35	38	34	37	45	39	39	39	39	37	38	30	25	24
NONE	안양동초등학교	전남	장흥군	전라남도 장흥군 안양면 안양로 742	127.0254939	34.6346878	6	6	5	6	6	5	5	5	4	4	4	3	3	2	0	0	48	51	43	45	38	33	24	20	17	14	13	8	6	4	0	0
S140001980	안양초등학교	전남	장흥군	전라남도 장흥군 안양면 운정2길 14	126.9731875	34.6518571	7	7	8	8	10	9	9	9	7	7	6	6	6	6	6	6	75	71	69	59	57	49	46	40	29	34	35	39	37	40	43	30
S140001981	용산초등학교	전남	장흥군	전라남도 장흥군 용산면 용안로 13	126.9145675	34.6170229	7	7	7	6	6	6	6	6	6	6	6	6	6	6	6	6	89	69	60	59	58	62	48	51	55	53	53	48	57	48	44	36
S140001982	유치초등학교	전남	장흥군	전라남도 장흥군 유치면 유치로 48	126.8358386	34.8028678	6	6	6	6	6	5	5	5	6	5	6	6	6	6	6	5	45	48	46	42	37	34	27	28	30	25	24	32	26	19	22	19
S140001985	장동초등학교	전남	장흥군	전라남도 장흥군 장동면 흥성로 1500	126.9940444	34.746551	6	6	5	5	6	6	6	6	5	6	6	6	6	6	6	6	40	35	31	28	32	31	27	29	28	32	27	28	26	22	22	17
S140001988	장평초등학교	전남	장흥군	전라남도 장흥군 장평면 등촌길 10	126.9713739	34.7759291	7	7	7	7	7	6	6	6	6	6	6	4	6	6	6	5	125	106	100	84	76	66	67	60	41	36	30	21	21	23	31	23
S140001991	장흥남초등학교	전남	장흥군	전라남도 장흥군 장흥읍 장흥대로 3298	126.8898	34.6657487	6	6	6	7	7	7	7	7	7	7	7	7	7	7	7	7	54	60	78	85	92	80	86	85	85	85	72	78	62	48	47	51
S140001993	장흥서초등학교	전남	장흥군	전라남도 장흥군 장흥읍 칠거리예양로 40	126.901813	34.674818	7	7	6	7	7	7	7	7	7	7	6	6	6	6	6	7	157	156	125	100	79	64	57	65	69	68	64	82	83	87	92	93
S140001994	장흥초등학교	전남	장흥군	전라남도 장흥군 장흥읍 의향길 23	126.9072125	34.6837263	42	42	39	39	37	35	33	33	31	30	30	31	32	33	34	34	1210	1140	1057	1007	961	892	805	794	757	729	736	750	746	770	742	728
S140001995	회진초등학교	전남	장흥군	전라남도 장흥군 회진면 회진남구길 7	126.9361507	34.4800669	7	7	7	7	7	7	6	6	6	6	6	6	6	6	6	6	146	127	113	104	95	87	83	84	80	72	68	63	54	49	46	42
S140002022	고성초등학교	전남	진도군	전라남도 진도군 고군면 고성길 2-3	126.3217509	34.4986426	7	7	7	7	7	7	7	7	7	7	7	7	7	8	8	8	88	83	74	72	65	67	68	57	48	44	46	50	54	57	64	64
NONE	고성초등학교오룡분교장	전남	진도군	전남 진도군 고군면 오류리870	126.3323348	34.5316698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NONE	관매초등학교	전남	진도군	전남 진도군 조도면 관매리459-1	126.053118	34.240024	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NONE	광석초등학교	전남	진도군	전남 진도군 임회면 삼막리250	126.2311058	34.4271503	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S140002027	군내북초등학교	전남	진도군	전라남도 진도군 군내면 대야길 54	126.2884376	34.5640028	6	7	7	7	7	7	7	6	6	6	6	6	7	7	7	7	57	49	51	50	47	42	39	40	42	36	33	34	29	29	27	30
S140002029	금성초등학교	전남	진도군	전라남도 진도군 군내면 금골길 58	126.293038	34.537675	7	7	6	6	6	6	6	6	6	6	6	6	6	6	6	6	53	49	48	42	38	42	38	29	34	32	30	27	25	24	24	28
S140002036	석교초등학교	전남	진도군	전라남도 진도군 임회면 석교길 47-18	126.1918625	34.4053571	7	7	8	8	8	7	7	7	7	7	7	7	7	7	7	7	149	154	153	147	134	115	105	91	75	62	61	57	46	50	60	52
NONE	석교초등학교용등분교장	전남	진도군	전남 진도군 임회면 백동리633번지	126.1905815	34.3798482	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NONE	석교초등학교죽림분교장	전남	진도군	전라남도 진도군 임회면 죽림리779번지	126.2502665	34.3904896	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	19	15	10	0	0	0	0	0	0	0	0	0	0	0	0	0
S140002040	오산초등학교	전남	진도군	전라남도 진도군 고군면 진도대로 288	126.341733	34.4920397	7	7	6	6	6	6	6	6	6	6	6	6	6	6	6	7	98	100	110	103	83	89	87	79	75	78	89	82	82	85	88	79
NONE	오산초등학교금호도분교장	전남	진도군	전라남도 진도군 고군면 금호도길 47	126.3689345	34.413304	1	1	2	2	1	1	1	2	1	1	0	0	0	0	0	0	1	2	3	3	1	2	2	5	1	1	0	0	0	0	0	0
NONE	오산초등학교향동분교장	전남	진도군	전라남도 진도군 고군면 향동리1524	126.3407139	34.4641791	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NONE	의동초등학교	전남	진도군	전라남도 진도군 의신면 진도대로 1661	126.333775	34.4225263	6	5	4	4	4	3	0	0	0	0	0	0	0	0	0	0	40	34	28	22	16	11	0	0	0	0	0	0	0	0	0	0
NONE	의동초등학교모도분교장	전남	진도군	전라남도 진도군 의신면모도리 125-1	126.3553586	34.4075404	2	2	1	1	2	2	0	0	0	0	0	0	0	0	0	0	3	3	2	2	3	3	0	0	0	0	0	0	0	0	0	0
S140002045	의신초등학교	전남	진도군	전라남도 진도군 의신면 돈지1길 13	126.2781371	34.440642	6	6	6	6	6	6	6	6	6	6	6	6	6	6	7	7	58	54	60	55	61	72	68	57	56	52	53	49	48	44	40	37
NONE	의신초등학교명금분교장	전남	진도군	전라남도 진도군 의신면 송정리554	126.2717094	34.416284	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	25	20	12	13	10	0	0	0	0	0	0	0	0	0	0	0
