"시도교육청","지역교육청","지역","정보공시 학교코드","학교명","학교급코드","설립구분","제외여부","제외사유","1학년","2학년","3학년","4학년","5학년","6학년","특수학급","순회학급","학급수(계)","학생수(계)","학급당학생수"
"서울특별시교육청","교육부","서울특별시 서초구","S000003511","서울교육대학교부설초등학교","02","국립","N","","4","4","4","5","5","5","1","0","28(1)","610(4)","21.79"
"서울특별시교육청","교육부","서울특별시 종로구","S000003563","서울대학교사범대학부설초등학교","02","국립","N","","5","5","5","5","5","5","1","0","31(1)","595(7)","19.19"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000738","서울개일초등학교","02","공립","N","","5","5","5","6","6","6","0","0","33(0)","1067(0)","32.33"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000739","서울개포초등학교","02","공립","N","","7","7","7","7","6","6","2","0","42(2)","648(3)","15.43"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000741","서울구룡초등학교","02","공립","N","","5","5","5","5","6","6","2","0","34(2)","736(11)","21.65"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000742","서울논현초등학교","02","공립","N","","2","2","2","2","3","2","2","0","15(2)","248(12)","16.53"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000743","서울대곡초등학교","02","공립","N","","4","6","6","9","11","11","1","0","48(1)","1175(2)","24.48"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000744","서울대도초등학교","02","공립","N","","7","8","9","11","14","13","0","0","62(0)","1986(0)","32.03"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000745","서울대모초등학교","02","공립","N","","4","5","5","5","5","7","1","0","32(1)","849(2)","26.53"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000746","서울대왕초등학교","02","공립","N","","4","4","4","4","4","6","2","0","28(2)","562(6)","20.07"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000747","서울대진초등학교","02","공립","N","","2","2","2","3","3","3","2","0","17(2)","265(3)","15.59"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000748","서울대청초등학교","02","공립","N","","2","2","2","2","1","2","2","0","13(2)","105(7)","8.08"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000749","서울대치초등학교","02","공립","N","","6","5","6","9","10","12","0","0","48(0)","1461(0)","30.44"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000750","서울대현초등학교","02","공립","N","","4","4","4","5","6","9","2","0","34(2)","842(6)","24.76"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000751","서울도곡초등학교","02","공립","N","","5","5","5","6","7","8","2","0","38(2)","879(9)","23.13"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000752","서울도성초등학교","02","공립","N","","7","7","9","10","11","13","1","0","58(1)","1806(3)","31.14"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000753","서울반원초등학교","02","공립","N","","8","8","7","8","9","10","0","0","50(0)","1365(0)","27.3"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000755","서울방배초등학교","02","공립","N","","5","5","5","5","7","6","2","0","35(2)","795(9)","22.71"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000756","서울방일초등학교","02","공립","N","","6","7","6","6","6","6","1","0","38(1)","967(6)","25.45"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000757","서울방현초등학교","02","공립","N","","2","2","2","2","2","3","0","0","13(0)","208(0)","16"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000758","서울봉은초등학교","02","공립","N","","4","3","4","4","4","4","0","0","23(0)","458(0)","19.91"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000759","서울삼릉초등학교","02","공립","N","","4","3","4","4","4","4","1","0","24(1)","536(1)","22.33"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000760","서울서래초등학교","02","공립","N","","6","7","7","7","9","9","2","0","47(2)","1337(18)","28.45"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000761","서울서원초등학교","02","공립","N","","8","9","8","9","9","8","2","0","53(2)","1513(12)","28.55"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000762","서울서이초등학교","02","공립","N","","9","8","8","7","8","7","0","0","47(0)","1425(0)","30.32"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000763","서울서일초등학교","02","공립","N","","3","4","4","4","4","4","1","0","24(1)","498(5)","20.75"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000764","서울서초초등학교","02","공립","N","","5","6","6","6","6","7","1","0","37(1)","1027(5)","27.76"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000765","서울수서초등학교","02","공립","N","","2","2","2","2","2","2","2","0","14(2)","142(7)","10.14"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000766","서울신구초등학교","02","공립","N","","3","4","3","4","4","3","2","0","23(2)","466(10)","20.26"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000767","서울신동초등학교","02","공립","N","","7","7","7","8","9","11","0","0","49(0)","1164(0)","23.76"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000768","서울신중초등학교","02","공립","N","","5","6","6","6","7","6","1","0","37(1)","833(5)","22.51"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000769","서울압구정초등학교","02","공립","N","","6","6","6","5","7","7","0","0","37(0)","862(0)","23.3"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000770","서울양재초등학교","02","공립","N","","4","3","4","5","5","4","2","0","27(2)","533(9)","19.74"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000771","서울양전초등학교","02","공립","N","","2","3","3","4","4","5","1","0","22(1)","402(8)","18.27"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000772","서울언남초등학교","02","공립","N","","7","6","9","8","8","7","3","0","48(3)","1063(13)","22.15"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000773","서울언북초등학교","02","공립","N","","8","9","9","10","12","11","2","0","61(2)","1659(10)","27.2"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000774","서울언주초등학교","02","공립","N","","7","8","8","9","9","10","2","0","53(2)","1481(12)","27.94"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000775","서울역삼초등학교","02","공립","N","","2","3","3","3","3","3","2","0","19(2)","326(9)","17.16"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000776","서울영희초등학교","02","공립","N","","2","2","2","3","2","3","2","0","16(2)","306(13)","19.13"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000777","서울왕북초등학교","02","공립","N","","5","6","5","6","6","5","2","0","35(2)","846(8)","24.17"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000778","서울우암초등학교","02","공립","N","","3","2","2","2","2","2","2","0","15(2)","252(8)","16.8"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000779","서울원명초등학교","02","공립","N","","7","6","7","8","8","7","0","0","43(0)","1176(0)","27.35"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000780","서울원촌초등학교","02","공립","N","","7","7","6","6","8","8","2","0","44(2)","1059(10)","24.07"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000781","서울이수초등학교","02","공립","N","","5","4","4","4","3","5","2","0","27(2)","565(10)","20.93"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000782","서울일원초등학교","02","공립","N","","7","7","7","7","7","8","1","0","44(1)","1261(3)","28.66"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000783","서울잠원초등학교","02","공립","N","","9","10","11","10","12","12","0","0","64(0)","1627(0)","25.42"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000784","서울청담초등학교","02","공립","N","","4","4","3","4","3","4","0","0","22(0)","479(0)","21.77"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000785","서울포이초등학교","02","공립","N","","4","4","4","4","4","4","1","0","25(1)","488(6)","19.52"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000786","서울학동초등학교","02","공립","N","","4","3","4","3","4","3","0","0","21(0)","477(0)","22.71"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000897","서울가동초등학교","02","공립","N","","5","5","6","5","7","7","1","0","36(1)","795(1)","22.08"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000898","서울가락초등학교","02","공립","N","","10","9","8","8","9","7","1","0","52(1)","1208(6)","23.23"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000899","서울가원초등학교","02","공립","N","","6","4","5","5","4","5","0","0","29(0)","627(0)","21.62"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000900","서울가주초등학교","02","공립","N","","7","6","6","5","7","6","0","0","37(0)","795(0)","21.49"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000901","서울강덕초등학교","02","공립","N","","8","8","8","9","8","7","1","0","49(1)","1163(4)","23.73"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000902","서울강동초등학교","02","공립","N","","5","4","4","4","4","5","2","0","28(2)","540(9)","19.29"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000903","서울강일초등학교","02","공립","N","","5","5","5","5","6","6","2","0","34(2)","690(3)","20.29"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000904","서울거여초등학교","02","공립","N","","6","5","5","5","5","5","2","0","33(2)","685(13)","20.76"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000905","서울거원초등학교","02","공립","N","","6","5","4","5","6","6","2","0","34(2)","636(10)","18.71"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000906","서울고덕초등학교","02","공립","N","","6","4","4","3","3","3","2","0","25(2)","465(8)","18.6"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000907","서울고명초등학교","02","공립","N","","7","6","6","5","5","5","0","0","34(0)","801(0)","23.56"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000908","서울고일초등학교","02","공립","N","","12","12","13","10","10","10","1","0","68(1)","1846(5)","27.15"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000909","서울길동초등학교","02","공립","N","","6","5","6","5","7","6","2","0","37(2)","761(12)","20.57"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000910","서울남천초등학교","02","공립","N","","3","2","3","3","3","3","2","0","19(2)","329(5)","17.32"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000911","서울대명초등학교","02","공립","N","","6","5","5","6","6","7","1","0","36(1)","768(5)","21.33"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000913","서울마천초등학교","02","공립","N","","6","6","6","6","7","8","2","0","41(2)","807(11)","19.68"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000914","서울명덕초등학교","02","공립","N","","9","9","10","9","10","10","1","0","58(1)","1802(8)","31.07"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000915","서울명원초등학교","02","공립","N","","4","5","4","5","6","6","1","0","31(1)","751(7)","24.23"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000916","서울명일초등학교","02","공립","N","","8","8","8","7","8","7","2","0","48(2)","1018(11)","21.21"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000917","서울묘곡초등학교","02","공립","N","","8","9","11","10","12","12","1","0","63(1)","1452(2)","23.05"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000918","서울문덕초등학교","02","공립","N","","5","5","4","5","4","4","1","0","28(1)","563(5)","20.11"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000919","서울문정초등학교","02","공립","N","","6","5","4","5","6","6","2","0","34(2)","720(6)","21.18"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000920","서울방산초등학교","02","공립","N","","5","5","4","5","5","6","0","0","30(0)","651(0)","21.7"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000921","서울방이초등학교","02","공립","N","","5","5","4","3","4","4","2","0","27(2)","547(8)","20.26"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000922","서울삼전초등학교","02","공립","N","","6","5","6","5","6","6","3","0","37(3)","696(16)","18.81"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000923","서울상일초등학교","02","공립","N","","1","2","2","2","2","2","1","0","12(1)","168(2)","14"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000924","서울석촌초등학교","02","공립","N","","6","5","5","5","6","6","3","0","36(3)","694(14)","19.28"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000925","서울선린초등학교","02","공립","N","","4","4","4","3","4","3","1","0","23(1)","423(3)","18.39"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000926","서울선사초등학교","02","공립","N","","5","4","4","5","6","6","0","0","30(0)","586(0)","19.53"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000927","서울성내초등학교","02","공립","N","","7","7","6","6","6","6","2","0","40(2)","814(13)","20.35"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000928","서울성일초등학교","02","공립","N","","9","8","8","8","8","8","2","0","51(2)","1049(6)","20.57"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000929","서울세륜초등학교","02","공립","N","","5","4","4","5","5","5","2","0","30(2)","603(13)","20.1"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000930","서울송전초등학교","02","공립","N","","5","5","6","5","6","6","0","0","33(0)","783(0)","23.73"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000931","서울송파초등학교","02","공립","N","","5","4","4","4","4","4","1","0","26(1)","548(2)","21.08"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000932","서울신가초등학교","02","공립","N","","5","5","5","5","6","6","1","0","33(1)","668(7)","20.24"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000933","서울신명초등학교","02","공립","N","","4","4","3","3","5","3","1","0","23(1)","419(1)","18.22"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000934","서울신암초등학교","02","공립","N","","7","6","5","5","6","5","2","0","36(2)","716(10)","19.89"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000935","서울신천초등학교","02","공립","N","","4","4","3","4","3","5","2","0","25(2)","411(11)","16.44"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000936","서울아주초등학교","02","공립","N","","4","3","3","3","3","4","0","0","20(0)","392(0)","19.6"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000937","서울영풍초등학교","02","공립","N","","5","5","5","4","6","6","2","0","33(2)","670(9)","20.3"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000938","서울오금초등학교","02","공립","N","","7","6","4","5","4","5","1","0","32(1)","660(4)","20.63"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000939","서울오륜초등학교","02","공립","N","","3","3","3","4","5","5","0","0","23(0)","501(0)","21.78"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000941","서울잠동초등학교","02","공립","N","","6","6","5","6","5","6","0","0","34(0)","844(0)","24.82"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000942","서울잠신초등학교","02","공립","N","","8","7","9","9","10","9","0","0","52(0)","1417(0)","27.25"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000943","서울잠실초등학교","02","공립","N","","7","7","7","6","7","7","1","0","42(1)","1013(9)","24.12"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000944","서울잠일초등학교","02","공립","N","","8","9","8","9","12","11","1","0","58(1)","1676(6)","28.9"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000945","서울잠전초등학교","02","공립","N","","5","4","3","3","5","4","2","0","26(2)","516(8)","19.85"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000946","서울중대초등학교","02","공립","N","","8","7","7","8","8","7","1","0","46(1)","1008(4)","21.91"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000947","서울천동초등학교","02","공립","N","","7","6","6","6","6","5","2","0","38(2)","770(10)","20.26"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000948","서울천일초등학교","02","공립","N","","2","3","3","2","3","3","2","0","18(2)","278(5)","15.44"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000949","서울천호초등학교","02","공립","N","","6","5","5","5","5","6","2","0","34(2)","667(8)","19.62"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000950","서울토성초등학교","02","공립","N","","7","5","5","5","6","5","1","0","34(1)","697(5)","20.5"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000951","서울평화초등학교","02","공립","N","","2","2","2","2","2","2","1","0","13(1)","175(4)","13.46"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000952","서울풍납초등학교","02","공립","N","","3","3","3","3","3","3","2","0","20(2)","347(6)","17.35"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000953","서울풍성초등학교","02","공립","N","","3","2","3","3","2","2","1","0","16(1)","291(2)","18.19"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000954","서울한산초등학교","02","공립","N","","6","6","5","6","5","6","1","0","35(1)","718(4)","20.51"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001004","서울가곡초등학교","02","공립","N","","5","4","5","5","7","7","0","0","33(0)","730(0)","22.12"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001005","서울가양초등학교","02","공립","N","","3","2","2","2","3","2","2","0","16(2)","207(8)","12.94"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001006","서울갈산초등학교","02","공립","N","","6","6","6","6","7","9","0","0","40(0)","1022(0)","25.55"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001007","서울강서초등학교","02","공립","N","","7","6","8","7","8","9","3","0","48(3)","948(17)","19.75"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001008","서울강신초등학교","02","공립","N","","6","5","5","5","6","7","1","0","35(1)","742(4)","21.2"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001009","서울강월초등학교","02","공립","N","","4","4","5","4","6","5","1","0","29(1)","479(6)","16.52"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001010","서울개화초등학교","02","공립","N","","1","2","1","1","1","2","2","0","10(2)","89(4)","8.9"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001011","서울경인초등학교","02","공립","N","","6","6","5","6","7","8","0","0","38(0)","1095(0)","28.82"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001012","서울계남초등학교","02","공립","N","","5","5","5","5","7","6","1","0","34(1)","717(6)","21.09"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001013","서울공진초등학교","02","공립","N","","11","10","12","12","10","10","2","0","67(2)","1937(9)","28.91"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001014","서울공항초등학교","02","공립","N","","9","9","9","9","10","9","3","0","58(3)","1551(16)","26.74"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001015","서울남명초등학교","02","공립","N","","5","4","4","3","4","4","2","0","26(2)","549(10)","21.12"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001016","서울내발산초등학교","02","공립","N","","7","7","7","7","10","11","2","0","51(2)","1292(11)","25.33"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001017","서울등명초등학교","02","공립","N","","2","1","1","1","2","1","1","0","9(1)","105(5)","11.67"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001018","서울등서초등학교","02","공립","N","","3","3","3","2","4","3","1","0","19(1)","274(6)","14.42"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001019","서울등양초등학교","02","공립","N","","2","2","2","2","1","2","1","0","12(1)","164(4)","13.67"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001020","서울등원초등학교","02","공립","N","","2","2","2","1","2","2","2","0","13(2)","160(9)","12.31"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001021","서울등촌초등학교","02","공립","N","","4","4","4","3","4","4","1","0","24(1)","462(3)","19.25"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001022","서울등현초등학교","02","공립","N","","5","4","4","4","4","5","0","0","26(0)","532(0)","20.46"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001023","서울목동초등학교","02","공립","N","","8","7","7","7","10","10","2","0","51(2)","1343(12)","26.33"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001024","서울목원초등학교","02","공립","N","","3","2","2","5","4","6","0","0","22(0)","459(0)","20.86"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001025","서울발산초등학교","02","공립","N","","7","6","6","8","9","9","2","0","47(2)","1032(7)","21.96"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001026","서울방화초등학교","02","공립","N","","4","5","4","3","5","4","1","0","26(1)","523(4)","20.12"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001027","서울백석초등학교","02","공립","N","","6","4","4","4","4","4","1","0","27(1)","500(6)","18.52"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001028","서울삼정초등학교","02","공립","N","","2","2","2","2","2","2","1","0","13(1)","223(4)","17.15"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001029","서울서정초등학교","02","공립","N","","6","5","5","5","6","7","1","0","35(1)","807(6)","23.06"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001030","서울송정초등학교","02","공립","N","","8","7","5","5","6","5","2","0","38(2)","720(11)","18.95"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001031","서울송화초등학교","02","공립","N","","10","7","8","9","9","10","1","0","54(1)","1224(8)","22.67"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001032","서울신강초등학교","02","공립","N","","3","3","3","3","3","5","2","0","22(2)","400(7)","18.18"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001033","서울신곡초등학교","02","공립","N","","5","4","4","4","6","6","2","0","31(2)","623(9)","20.1"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001034","서울신남초등학교","02","공립","N","","8","8","6","6","5","5","2","0","40(2)","960(10)","24"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001035","서울신목초등학교","02","공립","N","","5","5","5","6","8","9","2","0","40(2)","957(15)","23.93"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001036","서울신서초등학교","02","공립","N","","6","6","8","8","8","8","0","0","44(0)","1086(0)","24.68"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001037","서울신원초등학교","02","공립","N","","3","3","4","4","4","3","2","0","23(2)","415(12)","18.04"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001038","서울신월초등학교","02","공립","N","","6","5","4","5","5","5","2","0","32(2)","604(11)","18.88"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001039","서울신정초등학교","02","공립","N","","10","10","9","12","12","11","3","0","67(3)","1321(14)","19.72"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001040","서울양강초등학교","02","공립","N","","4","4","4","4","4","4","1","0","25(1)","508(8)","20.32"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001041","서울양동초등학교","02","공립","N","","3","3","3","3","3","3","2","0","20(2)","339(8)","16.95"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001042","서울양명초등학교","02","공립","N","","4","4","4","4","6","4","1","0","27(1)","588(6)","21.78"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001043","서울양목초등학교","02","공립","N","","5","5","5","6","6","6","2","0","35(2)","617(8)","17.63"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001044","서울양원초등학교","02","공립","N","","2","2","2","2","2","3","2","0","15(2)","238(5)","15.87"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001045","서울양천초등학교","02","공립","N","","3","3","2","2","4","4","0","0","18(0)","336(0)","18.67"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001046","서울양화초등학교","02","공립","N","","5","5","5","5","4","5","2","0","31(2)","626(8)","20.19"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001048","서울염동초등학교","02","공립","N","","6","6","7","6","7","6","1","0","39(1)","924(7)","23.69"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001049","서울염창초등학교","02","공립","N","","6","7","6","6","7","6","2","0","40(2)","864(9)","21.6"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001050","서울영도초등학교","02","공립","N","","6","6","7","8","10","9","0","0","46(0)","1117(0)","24.28"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001051","서울우장초등학교","02","공립","N","","8","7","6","6","6","7","0","0","40(0)","938(0)","23.45"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001052","서울월정초등학교","02","공립","N","","8","7","6","6","8","6","2","0","43(2)","854(14)","19.86"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001053","서울월촌초등학교","02","공립","N","","6","6","7","7","8","9","0","0","43(0)","1013(0)","23.56"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001054","서울은정초등학교","02","공립","N","","2","3","3","3","3","3","2","0","19(2)","309(10)","16.26"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001055","서울정곡초등학교","02","공립","N","","2","2","2","2","2","2","2","0","14(2)","152(4)","10.86"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001056","서울정목초등학교","02","공립","N","","6","6","6","7","8","9","1","0","43(1)","893(6)","20.77"
