id	name	addr	x	y	type
S000003493	경북대학교사범대학부설초등학교	대구광역시 중구 달구벌대로 2150	128.5983967	35.8635488	유지
S000003506	대구교육대학교대구부설초등학교	대구광역시 달서구 도원남로 19	128.5324	35.805908	유지
S030000406	남대구초등학교	대구광역시 남구 중앙대로47길 55	128.5865221	35.8535825	유지
S030000407	대구감삼초등학교	대구광역시 달서구 당산로 123	128.5448327	35.8491611	유지
S030000408	대구감천초등학교	대구광역시 달서구 구마로12길 60	128.53305	35.835274	유지
S030000409	대구남덕초등학교	대구광역시 남구 앞산순환로93길 33	128.5738118	35.8330356	유지
S030000410	대구남도초등학교	대구광역시 남구 현충동길 74	128.5812525	35.8443509	유지
S030000411	대구남명초등학교	대구광역시 남구 큰골4길 41	128.5819411	35.8346346	유지
S030000413	대구남송초등학교	대구광역시 달서구 송현로 192	128.545375	35.8349071	유지
S030000414	대구내당초등학교	대구광역시 달서구 명덕로 22-9	128.5724161	35.8606508	유지
S030000415	대구노전초등학교	대구광역시 달서구 한실로 43	128.530875	35.808158	유지
S030000416	대구대곡초등학교	대구광역시 달서구 도원남로 60	128.5357093	35.80341	유지
S030000417	대구대남초등학교	대구광역시 달서구 월배로68길 91	128.5516322	35.8242824	유지
S030000418	대구대덕초등학교	대구광역시 남구 대명서로 28	128.5617829	35.8301809	유지
S030000419	대구대명초등학교	대구광역시 남구 대명로 100	128.568875	35.838865	유지
S030000420	대구대봉초등학교	대구광역시 남구 대봉로26길 33	128.6050514	35.8511276	유지
S030000421	대구대서초등학교	대구광역시 달서구 송현로 9	128.5498826	35.8203062	유지
S030000422	대구대진초등학교	대구광역시 달서구 상화로 70	128.5216855	35.8066509	유지
S030000423	대구덕인초등학교	대구광역시 달서구 대명천로43길 66	128.5344875	35.8388821	유지
S030000424	대구도원초등학교	대구광역시 달서구 도원남로 100-30	128.5424688	35.804869	유지
S030000425	대구본리초등학교	대구광역시 달서구 장기로 198	128.538762	35.844582	유지
S030000426	대구봉덕초등학교	대구광역시 남구 효성로 71	128.5975696	35.8398512	유지
S030000427	대구상원초등학교	대구광역시 달서구 월곡로20길 15	128.550722	35.8062614	유지
S030000428	대구상인초등학교	대구광역시 달서구 월곡로 211	128.54245	35.813158	유지
S030000429	대구선원초등학교	대구광역시 달서구 선원로33길 105	128.515337	35.861265	유지
S030000430	대구성곡초등학교	대구광역시 달서구 선원남로 127	128.5134841	35.8581424	유지
S030000431	대구성남초등학교	대구광역시 달서구 성당로47길 35	128.5722785	35.8533743	유지
S030000432	대구성당초등학교	대구광역시 달서구 대명천로 118	128.547262	35.840549	유지
S030000433	대구성명초등학교	대구광역시 남구 성당로30길 55	128.5710917	35.8455315	유지
S030000434	대구성산초등학교	대구광역시 달서구 선원남로 173	128.51885	35.857899	유지
S030000435	대구성서초등학교	대구광역시 달서구 달구벌대로 1339	128.5143305	35.8519322	유지
S030000436	대구성지초등학교	대구광역시 달서구 새동네로 27	128.5184875	35.8531535	유지
S030000437	대구송일초등학교	대구광역시 달서구 학산로2길 38	128.5328058	35.8241156	유지
S030000438	대구송현초등학교	대구광역시 달서구 송현로 128	128.5447703	35.8286484	유지
S030000439	대구신당초등학교	대구광역시 달서구 서당로 14	128.4962292	35.8532549	유지
S030000440	대구신서초등학교	대구광역시 달서구 계대동문로3길 46	128.4947397	35.8579341	유지
S030000441	대구신흥초등학교	대구광역시 달서구 두류공원로 257	128.55712	35.8564955	유지
S030000442	대구영선초등학교	대구광역시 남구 영선길 96	128.595888	35.852974	유지
S030000443	대구와룡초등학교	대구광역시 달서구 선원남로 22	128.5018601	35.8570949	유지
S030000444	대구용산초등학교	대구광역시 달서구 와룡로49길 80	128.531988	35.855474	유지
S030000445	대구용전초등학교	대구광역시 달서구 용산로 260	128.531263	35.860957	유지
S030000446	대구월곡초등학교	대구광역시 달서구 상인로 40	128.5492953	35.8121674	유지
S030000447	대구월배초등학교	대구광역시 달서구 월배로 131	128.5284096	35.8164581	유지
S030000448	대구월성초등학교	대구광역시 달서구 학산로7길 26	128.5318046	35.8310808	유지
S030000449	대구월촌초등학교	대구광역시 달서구 상인서로 60	128.5432582	35.8164083	유지
S030000450	대구이곡초등학교	대구광역시 달서구 선원남로 120	128.5141013	35.8567596	유지
S030000451	대구장기초등학교	대구광역시 달서구 장기로 280	128.529063	35.84444	유지
S030000452	대구장산초등학교	대구광역시 달서구 장산로 30	128.526369	35.8547793	유지
S030000453	대구죽전초등학교	대구광역시 달서구 죽전길 127	128.5399341	35.8575197	유지
S030000454	대구진월초등학교	대구광역시 달서구 진천로4길 32	128.528438	35.810767	유지
S030000455	대구진천초등학교	대구광역시 달서구 상화로9길 65	128.5195376	35.8112675	유지
S030000456	대구파호초등학교	대구광역시 달서구 달서대로109안길 76	128.4816131	35.8505949	유지
S030000457	대구학산초등학교	대구광역시 달서구 월성로 76	128.5260741	35.8310938	유지
S030000458	대구효명초등학교	대구광역시 남구 앞산순환로 707	128.6011856	35.8346655	유지
S030000459	효성초등학교	대구광역시 달서구 송현로 81	128.5432577	35.8240279	유지
S030000565	대구가창초등학교	대구광역시 달성군 가창면 가창로 640	128.648275	35.771175	유지
S030000567	대구구지초등학교	대구광역시 달성군 구지면 창리로11길 45-11	128.4124612	35.6602127	유지
S030000568	대구금계초등학교	대구광역시 달성군 옥포읍 금계길 55	128.4436988	35.788847	유지
S030000569	대구금포초등학교	대구광역시 달성군 논공읍 금포초등길 28	128.4261	35.7744399	유지
S030000570	대구남동초등학교	대구광역시 달성군 논공읍 논공로 258	128.4564932	35.7248918	유지
S030000571	대구다사초등학교	대구광역시 달성군 다사읍 다사로 86	128.4589997	35.8690612	유지
S030000573	대구동곡초등학교	대구광역시 달성군 하빈면 달구벌대로55길 104-4	128.4175972	35.8791297	유지
S030000574	대구반송초등학교	대구광역시 달성군 옥포읍 용연사길 5	128.4946745	35.7566187	유지
S030000575	대구북동초등학교	대구광역시 달성군 논공읍 논공로11길 18	128.4405092	35.729921	유지
S030000577	대구서재초등학교	대구광역시 달성군 다사읍 서재로 100	128.498112	35.872399	유지
S030000579	대구옥포초등학교	대구광역시 달성군 옥포읍 비슬로 2220	128.464612	35.787417	유지
S030000580	대구용계초등학교	대구광역시 달성군 가창면 가창로221길 1	128.6217137	35.8044281	유지
S030000582	대구유가초등학교	대구광역시 달성군 유가읍 테크노대로5길 34	128.4675209	35.6922874	유지
S030000585	대구하빈초등학교	대구광역시 달성군 하빈면 하빈로 391-1	128.44205	35.901432	유지
S030000588	대구현풍초등학교	대구광역시 달성군 현풍읍 비슬로134길 167-6	128.448425	35.697985	유지
S030000590	대구화남초등학교	대구광역시 달성군 화원읍 명천로 181	128.498009	35.80002	유지
S030000591	대구화원초등학교	대구광역시 달성군 화원읍 비슬로 2580	128.4993286	35.803296	유지
S030000658	계성초등학교	대구광역시 중구 달성로 15	128.581112	35.865624	유지
S030000659	대구경동초등학교	대구광역시 수성구 청호로76길 12	128.6392372	35.8522031	유지
S030000660	대구고산초등학교	대구광역시 수성구 달구벌대로 3067	128.692938	35.843974	유지
S030000661	대구공산초등학교	대구광역시 동구 팔공로197길 35	128.690237	35.956668	유지
S030000662	대구남산초등학교	대구광역시 중구 남산로 70	128.5831985	35.863039	유지
S030000663	대구노변초등학교	대구광역시 수성구 노변공원로 52	128.6974412	35.8377883	유지
S030000664	대구대청초등학교	대구광역시 수성구 교학로12길 42	128.6502625	35.8511136	유지
S030000665	대구덕성초등학교	대구광역시 동구 아양로34길 50	128.6281302	35.8821088	유지
S030000666	대구동덕초등학교	대구광역시 중구 동덕로26길 20	128.6046151	35.864708	유지
S030000667	대구동도초등학교	대구광역시 수성구 동대구로57길 8	128.6239875	35.8568737	유지
S030000668	대구동문초등학교	대구광역시 수성구 효행로2길 111	128.6523411	35.8749308	유지
S030000669	대구동부초등학교	대구광역시 동구 신암북로7길 22	128.6202318	35.8884116	유지
S030000670	대구동산초등학교	대구광역시 수성구 동대구로42길 29	128.6280474	35.8491979	유지
S030000671	대구동성초등학교	대구광역시 수성구 수성로 311	128.6124841	35.853122	유지
S030000672	대구동신초등학교	대구광역시 동구 송라로 123	128.6153401	35.8775473	유지
S030000673	대구동원초등학교	대구광역시 수성구 국채보상로 1000	128.640038	35.865324	유지
S030000674	대구동인초등학교	대구광역시 중구 국채보상로 728	128.6102722	35.8673159	유지
S030000675	대구동일초등학교	대구광역시 수성구 들안로 311	128.6167583	35.8580092	유지
S030000676	대구동천초등학교	대구광역시 수성구 상록로16길 20	128.6254407	35.8656728	유지
S030000677	대구동촌초등학교	대구광역시 동구 동촌로 168	128.6589788	35.8821997	유지
S030000678	대구두산초등학교	대구광역시 수성구 동대구로6길 31	128.62585	35.832641	유지
S030000679	대구만촌초등학교	대구광역시 수성구 국채보상로214길 33	128.6480665	35.8673204	유지
S030000680	대구매호초등학교	대구광역시 수성구 달구벌대로647길 30	128.7121356	35.8415382	유지
S030000681	대구명덕초등학교	대구광역시 중구 남산로2길 125	128.5894809	35.8583297	유지
S030000682	대구반야월초등학교	대구광역시 동구 안심로49길 70	128.711206	35.8693383	유지
S030000683	대구방촌초등학교	대구광역시 동구 동촌로42길 35-14	128.6629	35.880482	유지
S030000684	대구범물초등학교	대구광역시 수성구 지범로41길 33	128.6454697	35.8217668	유지
S030000685	대구범어초등학교	대구광역시 수성구 달구벌대로489길 55	128.6330396	35.8607028	유지
S030000686	대구범일초등학교	대구광역시 수성구 범안로4길 22	128.63945	35.816	유지
S030000687	대구복명초등학교	대구광역시 수성구 범안로20길 8	128.647175	35.8176417	유지
S030000688	대구불로초등학교	대구광역시 동구 방천로3길 19	128.6332166	35.8975092	유지
S030000689	대구삼덕초등학교	대구광역시 중구 달구벌대로447길 10	128.608454	35.8634921	유지
S030000690	대구서촌초등학교	대구광역시 동구 파계로 525-11	128.6317105	35.980396	유지
S030000691	대구성동초등학교	대구광역시 수성구 청수로45길 27	128.632213	35.841549	유지
S030000692	대구송정초등학교	대구광역시 동구 안심로90길 9	128.7336075	35.8703956	유지
S030000694	대구수성초등학교	대구광역시 수성구 상화로5길 40	128.6102299	35.8370578	유지
S030000695	대구수창초등학교	대구광역시 중구 달성로22길 30	128.5841959	35.8740575	유지
S030000696	대구숙천초등학교	대구광역시 동구 숙천로 17	128.7530181	35.8768452	유지
S030000697	대구시지초등학교	대구광역시 수성구 달구벌대로631길 17	128.70315	35.843674	유지
S030000698	대구신매초등학교	대구광역시 수성구 달구벌대로650길 26	128.7092178	35.836353	유지
S030000699	대구신성초등학교	대구광역시 동구 동북로71길 29	128.6291991	35.8903757	유지
S030000700	대구신천초등학교	대구광역시 동구 송라로6길 5	128.62075	35.871649	유지
S030000701	대구아양초등학교	대구광역시 동구 아양로 221	128.6375172	35.8872124	유지
S030000702	대구안일초등학교	대구광역시 동구 율하동로23길 66	128.695163	35.871415	유지
S030000703	대구용지초등학교	대구광역시 수성구 지산로 12	128.6325875	35.822	유지
S030000704	대구용호초등학교	대구광역시 동구 동촌로56길 82	128.6725193	35.8775122	유지
S030000705	대구욱수초등학교	대구광역시 수성구 신매로 20	128.707748	35.8313518	유지
S030000706	대구율하초등학교	대구광역시 동구 율하동로15길 1	128.7014223	35.8681583	유지
S030000707	대구입석초등학교	대구광역시 동구 아양로 300	128.6442576	35.8904479	유지
S030000708	대구종로초등학교	대구광역시 중구 경상감영길 49	128.5895822	35.8725188	유지
S030000709	대구지묘초등학교	대구광역시 동구 파계로6길 54-3	128.6384847	35.9430513	유지
S030000711	대구지봉초등학교	대구광역시 수성구 지범로31길 45	128.640775	35.825467	유지
S030000712	대구지산초등학교	대구광역시 수성구 지범로17길 3-14	128.6304378	35.8269599	유지
S030000713	대구초등학교	대구광역시 중구 명륜로23길 80	128.5953843	35.8641183	유지
S030000714	대구파동초등학교	대구광역시 수성구 파동로51길 34	128.6076895	35.824768	유지
S030000715	대구해서초등학교	대구광역시 동구 팔공로 220-4	128.6429644	35.9181242	유지
S030000716	대구해안초등학교	대구광역시 동구 옻골로 50	128.68297	35.8961733	유지
S030000717	대구황금초등학교	대구광역시 수성구 들안로32길 22	128.6182886	35.8438779	유지
S030000718	대구효동초등학교	대구광역시 동구 효동로 78-7	128.6446725	35.8841446	유지
S030000719	대구효목초등학교	대구광역시 동구 화랑로27길 25	128.642313	35.876174	유지
S030000720	대구효신초등학교	대구광역시 동구 동부로34길 70	128.6322326	35.8728658	유지
S030000721	동대구초등학교	대구광역시 동구 신암남로 45	128.620975	35.879565	유지
S030000722	대구삼육초등학교	대구광역시 수성구 청수로 22-23	128.61065	35.839774	유지
S030000723	영신초등학교	대구광역시 동구 팔공로50길 32	128.6464852	35.9197868	유지
S030000863	대구강북초등학교	대구광역시 북구 구암서로 50	128.566788	35.940901	유지
S030000864	대구경운초등학교	대구광역시 서구 평리로54길 16	128.5528811	35.8618719	유지
S030000865	대구경진초등학교	대구광역시 북구 경진로12길 5	128.6178777	35.8914636	유지
S030000866	대구관남초등학교	대구광역시 북구 칠곡중앙대로91길 10	128.547775	35.936726	유지
S030000867	대구관음초등학교	대구광역시 북구 관음동로17길 16	128.546475	35.940326	유지
S030000868	대구관천초등학교	대구광역시 북구 구암로22길 17	128.5520597	35.930514	유지
S030000869	대구교동초등학교	대구광역시 북구 관음중앙로34길 4	128.5494916	35.94477	유지
S030000870	대구구암초등학교	대구광역시 북구 학정로 245	128.5578186	35.9282215	유지
S030000871	대구내서초등학교	대구광역시 서구 달구벌대로371길 35	128.566538	35.863724	유지
S030000872	대구달산초등학교	대구광역시 북구 옥산로17길 37	128.585	35.887765	유지
S030000873	대구달서초등학교	대구광역시 서구 국채보상로34길 35	128.5504414	35.8668381	유지
S030000874	대구달성초등학교	대구광역시 서구 고성로 127	128.5795756	35.8828134	유지
S030000876	대구대산초등학교	대구광역시 북구 신천동로 900	128.5935	35.8971404	유지
S030000877	대구대성초등학교	대구광역시 서구 국채보상로 426	128.5770793	35.8709076	유지
S030000878	대구대천초등학교	대구광역시 북구 구암로21길 54	128.5541361	35.9372376	유지
S030000879	대구도남초등학교	대구광역시 북구 구리로 202	128.577175	35.948601	유지
S030000880	대구동평초등학교	대구광역시 북구 동천로 84	128.5607125	35.9389445	유지
S030000881	대구두류초등학교	대구광역시 서구 달구벌대로357길 22	128.559863	35.861607	유지
S030000882	대구매천초등학교	대구광역시 북구 매천로 179	128.5414784	35.9126916	유지
S030000883	대구문성초등학교	대구광역시 북구 복현로 180	128.6201095	35.905752	유지
S030000884	대구복현초등학교	대구광역시 북구 공항로 58	128.6218239	35.8976498	유지
S030000885	대구북부초등학교	대구광역시 북구 동천로 20	128.5592298	35.9334475	유지
S030000886	대구북비산초등학교	대구광역시 서구 통학로48길 7	128.5645575	35.8816382	유지
S030000887	대구비봉초등학교	대구광역시 서구 달서로45길 30	128.568613	35.882999	유지
S030000888	대구비산초등학교	대구광역시 서구 통학로 202	128.564025	35.879007	유지
S030000889	대구산격초등학교	대구광역시 북구 산격로10길 14	128.606887	35.8940799	유지
S030000891	대구서도초등학교	대구광역시 서구 평리로 395	128.5661518	35.8669883	유지
S030000892	대구서부초등학교	대구광역시 서구 달서로26길 25	128.5738591	35.8737567	유지
S030000893	대구서평초등학교	대구광역시 서구 서대구로45길 60	128.5479057	35.878267	유지
S030000894	대구성북초등학교	대구광역시 북구 호국로57길 42	128.5942	35.926335	유지
S030000895	대구신암초등학교	대구광역시 북구 경대로 21	128.6122625	35.8837821	유지
S030000896	대구옥산초등학교	대구광역시 북구 칠성시장로23길 55	128.5980588	35.8812385	유지
S030000897	대구이현초등학교	대구광역시 서구 국채보상로37길 35	128.5503855	35.8735134	유지
S030000898	대구인지초등학교	대구광역시 서구 서대구로66길 20	128.5674	35.8867654	유지
S030000899	대구서변초등학교조야분교장	대구광역시 북구 조야로8길 16	128.5768988	35.9096915	유지
S030000900	대구중리초등학교	대구광역시 서구 국채보상로 135	128.5454199	35.8697308	유지
S030000901	대구칠곡초등학교	대구광역시 북구 관음중앙로32길 15	128.549475	35.944093	유지
S030000902	대구칠성초등학교	대구광역시 북구 침산남로32길 17	128.5937174	35.8866659	유지
S030000903	대구침산초등학교	대구광역시 북구 성북로 25	128.5859	35.8916152	유지
S030000904	대구태암초등학교	대구광역시 북구 칠곡중앙대로52길 56	128.5505973	35.9230121	유지
S030000905	대구태전초등학교	대구광역시 북구 칠곡중앙대로75길 16	128.5460598	35.9302686	유지
S030000906	대구태현초등학교	대구광역시 북구 태전로 95	128.540462	35.92836	유지
S030000907	대구팔달초등학교	대구광역시 북구 매천로2길 19-6	128.54485	35.898074	유지
S030000908	대구평리초등학교	대구광역시 서구 국채보상로53길 6-5	128.5613411	35.8724236	유지
S030000909	북대구초등학교	대구광역시 북구 동북로37길 68	128.609164	35.9034691	유지
S030000910	서대구초등학교	대구광역시 서구 서대구로63길 28-13	128.5577977	35.8894465	유지
S030001638	대구학남초등학교	대구광역시 북구 학정동로 23	128.5663	35.946185	유지
S030001650	대구중앙초등학교	대구광역시 수성구 만촌로 125	128.640267	35.8700945	유지
S030001651	대구운암초등학교	대구광역시 북구 대천로 148	128.565612	35.935718	유지
S030001652	대구장동초등학교	대구광역시 달서구 달구벌대로304길 112	128.5315676	35.84489	유지
S030001653	대구죽곡초등학교	대구광역시 달성군 다사읍 죽곡1길 18	128.4629	35.856449	유지
S030001654	대구명곡초등학교	대구광역시 달성군 화원읍 명곡로 40	128.4962231	35.7966654	유지
S030001655	대구천내초등학교	대구광역시 달성군 화원읍 성천로 192	128.501788	35.809567	유지
S030001675	대구장성초등학교	대구광역시 달서구 달구벌대로 1429-11	128.523113	35.850515	유지
S030001676	대구논공초등학교	대구광역시 달성군 논공읍 논공로7길 41	128.4367554	35.7311765	유지
S030001677	대구도림초등학교	대구광역시 달성군 다사읍 서재로26길 94	128.499775	35.878024	유지
S030001682	대구강동초등학교	대구광역시 동구 동호로7길 17	128.7301118	35.8682708	유지
S030001683	대구동호초등학교	대구광역시 동구 동호로 25	128.720325	35.8652821	유지
S030001684	대구함지초등학교	대구광역시 북구 동천로 33	128.557813	35.9346394	유지
S030001685	대구동변초등학교	대구광역시 북구 동변로 60	128.6041639	35.9191485	유지
S030001686	대구서변초등학교	대구광역시 북구 호국로43길 35	128.595033	35.9207728	유지
S030001715	대구화동초등학교	대구광역시 달성군 화원읍 성암로 38	128.5097618	35.8000933	유지
S030001725	대구청림초등학교	대구광역시 수성구 고산로 51	128.703358	35.8354687	유지
S030001740	대구월서초등학교	대구광역시 달서구 월배로39길 46	128.5319656	35.8216249	유지
S030001758	대구사월초등학교	대구광역시 수성구 달구벌대로656길 46	128.7151145	35.8340829	유지
S030001762	대구호산초등학교	대구광역시 달서구 달서대로109길 116	128.4789427	35.8490303	유지
S030001767	대구학정초등학교	대구광역시 북구 학남로 32	128.569056	35.9481545	유지
S030001809	대구왕선초등학교	대구광역시 달성군 다사읍 대실역북로 93	128.4651659	35.8633381	유지
S030001811	대구유천초등학교	대구광역시 달서구 달서대로 39	128.5120964	35.812415	유지
S030001812	대구신월초등학교	대구광역시 달서구 조암남로 100	128.5230047	35.8205753	유지
S030001813	대구매동초등학교	대구광역시 수성구 천을로31길 16	128.7092464	35.8452678	유지
S030001814	대구조암초등학교	대구광역시 달서구 조암로5길 19	128.5284889	35.8239806	유지
S030001818	대구매곡초등학교	대구광역시 달성군 다사읍 대실역북로3길 6	128.4682888	35.8620887	유지
S030001819	대구관문초등학교	대구광역시 북구 매전로 32	128.5463274	35.9084317	유지
S030001820	대구용천초등학교	대구광역시 달서구 조암남로32길 55	128.5125394	35.8198059	유지
S030001821	대구율원초등학교	대구광역시 동구 율하동로 55	128.7007951	35.8648748	유지
S030001825	대구월암초등학교	대구광역시 달서구 조암로6길 55	128.5216611	35.8287538	유지
S030001826	대구한샘초등학교	대구광역시 달서구 월배로11길 42	128.5191527	35.8170659	유지
S030001827	대구들안길초등학교	대구광역시 수성구 들안로16길 58	128.6185254	35.8389209	유지
S030001845	대구사수초등학교	대구광역시 북구 내곡로 124	128.5154198	35.9008455	유지
S030001849	대구한솔초등학교	대구광역시 달서구 조암남로 172-13	128.5156681	35.8165983	유지
S030001853	대구봉무초등학교	대구광역시 동구 팔공로53길 30	128.6377049	35.9257346	유지
S030001857	대구율금초등학교	대구광역시 동구 안심로16길 70	128.6920065	35.8619844	유지
S030001858	대구새론초등학교	대구광역시 동구 과학로13길 5	128.7171648	35.8842939	유지
S030001913	대구대실초등학교	대구광역시 달성군 다사읍 대실역남로1길 31	128.4678199	35.8531115	유지
S030001915	대구세천초등학교	대구광역시 달성군 다사읍 세천로 182-9	128.4813727	35.8744581	유지
S030002063	대구비슬초등학교	대구광역시 달성군 유가읍 테크노북로 144	128.4587303	35.696171	유지
S030002064	대구강림초등학교	대구광역시 달성군 옥포읍 돌미로 15	128.4367693	35.7811963	유지
S030002081	대구포산초등학교	대구광역시 달성군 현풍읍 테크노북로 80	128.45286	35.6949388	유지
S030002090	대구삼영초등학교	대구광역시 북구 내곡로 63	128.5096211	35.9016377	유지
S030002095	대구서동초등학교	대구광역시 달성군 다사읍 서재로7길 55	128.4884588	35.8719405	유지
S030002096	대구세현초등학교	대구광역시 달성군 구지면 국가산단대로66길 10	128.4197229	35.6599921	유지
S030002126	대구연경초등학교	대구광역시 북구 연경중앙로11길 19	128.616056	35.9457348	유지
S030002138	대구팔공초등학교	대구광역시 동구 연경지묘로 150	128.6262377	35.9469809	유지
S030002150	대구국우초등학교	대구광역시 북구 도남중앙로10길 45	128.5857604	35.9559073	유지
S030002151	대구한실초등학교	대구광역시 달서구 한실로6길 108	128.5285639	35.7983194	유지
S000003564	경인교육대학교부설초등학교	인천광역시 계양구 안남로 612	126.7124106	37.537301	유지
S040000330	갑룡초등학교	인천광역시 강화군 강화읍 갑룡길 88	126.5032605	37.7438507	유지
S040000331	강화초등학교	인천광역시 강화군 강화읍 북문길 36	126.486115	37.7503648	유지
S040000333	교동초등학교	인천광역시 강화군 교동면 대룡안길 29	126.2816274	37.7836037	유지
S040000334	길상초등학교	인천광역시 강화군 길상면 삼랑성길 22	126.490455	37.6380213	유지
S040000338	내가초등학교	인천광역시 강화군 내가면 강화서로 264	126.390783	37.7211755	유지
S040000342	대월초등학교	인천광역시 강화군 강화읍 대월로 216	126.490478	37.7608574	유지
S040000345	명신초등학교	인천광역시 강화군 하점면 강화서로560번길 22	126.3904268	37.7444023	유지
S040000349	불은초등학교	인천광역시 강화군 불은면 불은남로544번길 9	126.4871849	37.6835187	유지
S040000350	삼산초등학교	인천광역시 강화군 삼산면 삼산북로 451	126.3217394	37.7036984	유지
S040000354	삼성초등학교	인천광역시 강화군 불은면 중앙로 609	126.4496922	37.7075846	유지
S040000355	서도초등학교	인천광역시 강화군 서도면 주문도길 173	126.2526602	37.6479989	유지
S040000360	선원초등학교	인천광역시 강화군 선원면 강화동로 924	126.4800783	37.7146826	유지
S040000364	송해초등학교	인천광역시 강화군 송해면 전망대로 93-12	126.4602108	37.7697133	유지
S040000367	양도초등학교	인천광역시 강화군 양도면 강화남로 1036	126.4198227	37.68884	유지
S040000368	양사초등학교	인천광역시 강화군 양사면 덕하로 145	126.4217885	37.80401	유지
S040000371	조산초등학교	인천광역시 강화군 양도면 강화남로 510	126.4374577	37.6530416	유지
S040000373	하점초등학교	인천광역시 강화군 하점면 강화대로 1190	126.4139797	37.7736841	유지
S040000374	합일초등학교	인천광역시 강화군 강화읍 합일길 3	126.4832249	37.7439728	유지
S040000375	해명초등학교	인천광역시 강화군 삼산면 삼산남로 345	126.3621359	37.668158	유지
S040000378	화도초등학교	인천광역시 강화군 화도면 마니산로 717	126.4186543	37.6320921	유지
S040000448	대청초등학교	인천광역시 옹진군 대청면 대청로244번길 110	124.6960433	37.8328139	유지
S040000450	덕적초등학교	인천광역시 옹진군 덕적면 덕적남로 15	126.1477536	37.2258413	유지
S040000455	백령초등학교	인천광역시 옹진군 백령면 백령로316번길 91	124.7158302	37.9759865	유지
S040000457	북포초등학교	인천광역시 옹진군 백령면 가을길 117	124.6608886	37.9587624	유지
S040000462	연평초등학교	인천광역시 옹진군 연평면 연평로137번길 101	125.7012024	37.6640722	유지
S040000464	영화초등학교	인천광역시 동구 우각로 39	126.6406282	37.4711789	유지
S040000465	영흥초등학교	인천광역시 옹진군 영흥면 영흥로 440-8	126.4671651	37.2546915	유지
S040000470	인성초등학교	인천광역시 중구 신포로39번길 42	126.6244174	37.4737879	유지
S040000471	인천공항초등학교	인천광역시 중구 신도시남로 43	126.4861903	37.4919053	유지
S040000472	인천관교초등학교	인천광역시 남구 인하로 414	126.6928803	37.4462915	유지
S040000474	인천남부초등학교	인천광역시 남구 인주대로366번길 22	126.6763239	37.4506991	유지
S040000475	인천대화초등학교	인천광역시 미추홀구 석정로301번길 13	126.6685195	37.4690341	유지
S040000476	인천도화초등학교	인천광역시 미추홀구 경인로 242	126.6678638	37.4631448	유지
S040000478	인천동명초등학교	인천광역시 동구 송림로70번길 10	126.6421946	37.4744868	유지
S040000479	인천만석초등학교	인천광역시 동구 제물량로 412	126.6285907	37.4844524	유지
S040000480	인천문학초등학교	인천광역시 미추홀구 매소홀로 553	126.6823494	37.4394206	유지
S040000482	인천백학초등학교	인천광역시 미추홀구 매소홀로446번길 25	126.6722546	37.4388431	유지
S040000483	인천서림초등학교	인천광역시 동구 금곡로 105	126.6464063	37.4757167	유지
S040000484	인천서화초등학교	인천광역시 미추홀구 송림로 250	126.6609389	37.4738517	유지
S040000485	인천서흥초등학교	인천광역시 동구 샛골로 189	126.6444314	37.4793661	유지
S040000486	인천석암초등학교	인천광역시 미추홀구 주안동로 46	126.6867402	37.4623109	유지
S040000487	인천송림초등학교	인천광역시 동구 화도진로 10	126.6376942	37.4744803	유지
S040000488	인천송월초등학교	인천광역시 중구 자유공원로 106-8	126.6245869	37.4791913	유지
S040000489	인천송현초등학교	인천광역시 동구 송화로 45	126.6338873	37.4816853	유지
S040000490	인천숭의초등학교	인천광역시 미추홀구 장천로 99	126.6548866	37.4635824	유지
S040000491	인천승학초등학교	인천광역시 미추홀구 주승로 259	126.6961318	37.440307	유지
S040000492	인천신광초등학교	인천광역시 중구 인중로 63	126.6350024	37.4643024	유지
S040000493	인천신선초등학교	인천광역시 중구 축항대로291번길 33	126.6275037	37.4514001	유지
S040000494	인천신흥초등학교	인천광역시 중구 제물량로 134	126.6290139	37.4705455	유지
S040000496	인천연안초등학교	인천광역시 중구 연안부두로33번길 53	126.6075892	37.4536996	유지
S040000497	인천영종초등학교	인천광역시 중구 하늘달빛로 133	126.553245	37.4887706	유지
S040000500	인천용유초등학교	인천광역시 중구 남북로87번길 4	126.4129408	37.4480587	유지
S040000502	인천용일초등학교	인천광역시 미추홀구 인주대로 244	126.6631022	37.4529578	유지
S040000503	인천용정초등학교	인천광역시 미추홀구 독정안길 26	126.6573381	37.4594216	유지
S040000504	인천용현남초등학교	인천광역시 남구 매소홀로 133	126.6417476	37.4477486	유지
S040000506	인천용현초등학교	인천광역시 미추홀구 낙섬동로 83	126.6419442	37.4539498	유지
S040000507	인천운서초등학교	인천광역시 중구 운서2로 57	126.5121301	37.4839557	유지
S040000509	인천인주초등학교	인천광역시 남구 매소홀로475번길 53	126.6738293	37.4424454	유지
S040000510	인천주안남초등학교	인천광역시 미추홀구 인주대로434번길 11	126.6853571	37.4500328	유지
S040000511	인천주안북초등학교	인천광역시 미추홀구 석정로 375	126.6772078	37.4673234	유지
S040000512	인천주안초등학교	인천광역시 미추홀구 남주길69번길 16	126.6738648	37.4542149	유지
S040000513	인천창영초등학교	인천광역시 동구 우각로15번길 16	126.6394228	37.4718218	유지
S040000515	인천연학초등학교	인천광역시 미추홀구 주승로 20	126.6719464	37.4435809	유지
