sido	gu	name	class_2008	class_2009	class_2010	class_2011	class_2012	class_2013	class_2014	class_2015	class_2016	class_2017	class_2018	class_2019	class_2020	class_2021	class_2022	student_2008	student_2009	student_2010	student_2011	student_2012	student_2013	student_2014	student_2015	student_2016	student_2017	student_2018	student_2019	student_2020	student_2021	student_2022
강원	강릉시	강동초등학교	7	7	7	7	7	7	7	7	8	8	7	7	7	7	7	112	107	84	77	69	59	61	65	92	88	87	83	74	71	60
강원	강릉시	강릉초등학교	34	32	31	30	27	24	24	22	22	22	23	23	22	23	23	1134	1040	988	880	757	667	631	559	546	534	565	554	510	498	482
강원	강릉시	경포대초등학교	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	75	63	58	57	69	59	57	46	59	66	73	78	69	76	74
강원	강릉시	경포초등학교	36	35	35	36	33	32	32	31	32	29	30	35	23	20	20	1204	1172	1148	1095	1002	913	849	772	763	734	747	836	520	469	455
강원	강릉시	교동초등학교	23	22	21	20	20	19	20	19	19	19	19	18	18	17	16	686	655	625	585	541	502	491	458	436	400	404	402	382	363	325
강원	강릉시	구정초등학교	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	69	60	59	79	83	78	70	73	73	85	86	91	89	100	105
강원	강릉시	금광초등학교	6	6	6	6	6	6	6	6	6	7	7	7	6	6	6	67	66	67	80	84	78	78	68	70	89	95	89	82	85	66
강원	강릉시	금진초등학교	4	4	4	5	5	5	5	5	4	3	3	0	0	0	0	36	32	26	27	24	22	21	23	15	11	10	0	0	0	0
강원	강릉시	남강초등학교	18	16	16	14	13	13	12	11	11	11	12	12	9	9	8	536	482	422	379	331	304	282	248	256	230	229	210	175	163	145
강원	강릉시	남산초등학교	27	25	24	23	22	21	20	21	20	22	21	23	23	23	22	789	725	691	652	624	567	513	514	487	478	492	512	505	465	429
강원	강릉시	노암초등학교	28	26	24	23	22	20	19	18	17	17	16	15	15	15	14	877	779	722	666	627	537	496	450	409	374	356	330	308	289	278
강원	강릉시	동명초등학교	17	16	17	16	14	14	16	16	16	15	16	17	18	20	20	471	440	419	394	370	356	379	375	342	337	341	359	395	440	446
강원	강릉시	명주초등학교	19	19	19	19	19	19	19	20	21	25	26	28	29	29	31	561	553	533	508	505	477	470	467	469	565	572	671	663	662	659
강원	강릉시	모산초등학교	6	6	7	7	7	7	7	7	7	7	7	7	7	7	7	39	41	49	50	45	54	44	54	73	75	69	70	77	76	81
강원	강릉시	사천초등학교	8	8	8	8	8	8	8	8	7	7	7	7	7	7	7	77	71	74	67	59	57	65	72	65	74	78	76	71	69	71
강원	강릉시	성덕초등학교	35	32	31	30	30	28	29	31	31	31	32	32	31	31	29	1130	1042	973	923	840	739	724	791	752	753	747	756	712	675	639
강원	강릉시	성산초등학교	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	90	79	72	59	64	72	63	67	65	62	64	59	57	59	69
강원	강릉시	송양초등학교	4	5	6	6	6	7	8	8	8	8	9	10	7	7	6	28	53	53	72	97	108	145	132	126	130	132	143	109	107	100
강원	강릉시	신영초등학교	7	7	7	7	7	7	6	6	6	6	6	6	6	6	6	88	75	58	61	55	52	46	48	45	34	30	34	36	32	31
강원	강릉시	신왕초등학교	3	4	4	4	4	5	6	6	6	6	6	6	6	6	6	32	27	22	21	18	23	39	46	43	28	36	34	49	55	53
강원	강릉시	연곡초등학교	6	7	8	9	9	11	11	11	11	11	11	12	12	12	12	173	156	165	174	178	177	178	195	204	191	191	188	176	180	176
강원	강릉시	영동초등학교	13	11	11	10	9	9	8	9	9	8	8	8	8	8	9	303	280	234	212	197	203	174	165	171	138	129	136	135	129	139
강원	강릉시	옥계초등학교	11	9	8	8	7	8	7	7	7	7	7	7	7	7	7	223	176	139	141	114	103	103	93	81	88	80	72	58	52	55
강원	강릉시	옥계초등학교금진분교장	0	0	0	0	0	0	0	0	0	0	0	2	3	3	3	0	0	0	0	0	0	0	0	0	0	0	6	8	12	9
강원	강릉시	옥계초등학교남양분교장	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	6	3	3	0	0	0	0	0	0	0	0	0	0	0	0
강원	강릉시	옥천초등학교	18	17	16	15	15	14	13	13	13	13	13	13	13	12	11	550	509	454	404	346	298	256	231	212	185	201	207	193	184	173
강원	강릉시	옥천초등학교운산분교장	2	2	2	2	2	2	2	2	2	3	5	6	6	6	0	5	4	6	7	6	5	5	5	6	8	28	39	43	54	0
강원	강릉시	왕산초등학교	3	3	4	4	3	4	4	5	5	6	6	6	6	6	6	15	20	19	14	10	19	19	22	27	38	37	36	47	44	50
강원	강릉시	왕산초등학교고단분교장	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0
강원	강릉시	운산초등학교	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56
강원	강릉시	운양초등학교	3	4	4	6	6	6	6	6	6	6	6	6	6	6	6	23	24	18	46	67	73	81	92	95	74	69	73	61	65	75
강원	강릉시	유천초등학교	0	0	0	0	0	0	0	0	0	0	0	0	27	33	39	0	0	0	0	0	0	0	0	0	0	0	0	643	727	876
강원	강릉시	율곡초등학교	45	43	43	44	44	43	41	39	39	42	42	45	40	40	41	1553	1505	1489	1477	1384	1275	1212	1117	1095	1105	1112	1162	1004	964	935
강원	강릉시	임곡초등학교	3	3	3	3	5	6	6	6	6	6	6	6	6	6	6	15	19	19	16	23	29	28	29	60	65	67	65	60	64	60
강원	강릉시	정동초등학교	7	7	7	7	7	7	7	6	6	7	7	7	7	7	7	82	67	53	45	42	41	30	25	24	31	32	41	57	53	47
강원	강릉시	주문진초등학교	0	0	0	0	0	0	0	26	24	22	22	22	18	18	18	0	0	0	0	0	0	0	525	493	454	446	390	354	317	321
강원	강릉시	주문진초등학교삼덕분교장	0	0	0	0	0	0	0	6	6	6	6	5	4	4	3	0	0	0	0	0	0	0	37	40	31	33	24	17	12	11
강원	강릉시	주문초등학교	37	34	37	35	33	34	28	0	0	0	0	0	0	0	0	1129	1067	980	885	803	708	593	0	0	0	0	0	0	0	0
강원	강릉시	주문초등학교삼덕분교장	3	3	3	2	2	5	6	0	0	0	0	0	0	0	0	15	11	10	9	5	28	36	0	0	0	0	0	0	0	0
강원	강릉시	주영초등학교	8	7	7	7	7	7	7	7	7	7	7	7	7	7	7	153	115	87	78	66	68	75	73	85	79	88	98	97	100	108
강원	강릉시	중앙초등학교	45	50	54	54	54	56	54	54	51	48	50	43	39	38	37	1666	1764	1802	1734	1710	1625	1589	1501	1374	1324	1258	1129	982	945	865
강원	강릉시	초당초등학교	24	24	22	21	21	21	21	19	18	18	16	15	14	13	14	772	709	649	604	572	539	506	460	409	378	367	333	294	269	267
강원	강릉시	포남초등학교	19	17	16	15	14	14	13	13	14	14	14	14	13	12	11	547	458	398	359	309	285	260	254	236	232	220	205	178	159	150
강원	강릉시	한솔초등학교	26	25	26	25	24	26	25	26	25	25	24	24	23	21	19	823	782	775	737	696	645	615	637	606	583	549	519	481	442	372
강원	고성군	간성초등학교	19	19	20	20	20	20	19	19	19	19	19	17	17	16	16	533	511	481	476	468	423	376	361	340	328	312	308	305	289	295
강원	고성군	거성초등학교	7	7	7	7	7	7	7	7	7	7	7	7	7	6	6	108	106	91	87	77	65	57	59	53	49	54	49	50	43	41
강원	고성군	거진초등학교	13	12	11	10	10	11	8	10	9	9	9	8	8	7	7	300	249	225	196	179	158	143	143	141	135	122	110	105	87	87
강원	고성군	거진초등학교송정분교장	2	2	2	1	2	2	2	1	0	0	0	0	0	0	0	14	8	6	5	3	7	6	4	0	0	0	0	0	0	0
강원	고성군	공현진초등학교	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	50	44	46	36	31	48	44	38	41	42	42	38	39	48	52
강원	고성군	광산초등학교	7	7	7	6	6	6	6	6	7	7	7	7	7	7	7	61	54	51	51	44	36	31	33	35	35	41	41	40	49	55
강원	고성군	광산초등학교흘리분교장	3	3	3	3	2	2	2	2	2	2	2	3	3	3	2	10	9	8	7	6	4	5	5	3	4	6	9	9	8	4
강원	고성군	대진초등학교	7	7	7	7	7	7	6	6	6	6	6	6	6	6	6	88	99	90	79	64	57	53	40	37	35	30	33	31	40	44
강원	고성군	대진초등학교명파분교장	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	4	6	6	6
강원	고성군	도학초등학교	3	3	4	5	5	5	6	6	6	6	6	6	6	6	6	21	20	33	48	52	42	23	34	31	35	31	32	39	42	42
강원	고성군	동광초등학교	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	49	55	53	55	38	30	33	36	33	36	40	31	27	38	36
강원	고성군	명파초등학교	3	3	3	3	3	3	3	4	3	4	3	0	0	0	0	29	19	17	13	12	9	9	12	11	12	7	0	0	0	0
강원	고성군	아야진초등학교	6	6	6	6	6	6	6	6	6	6	7	7	7	7	7	96	88	68	55	43	44	45	51	49	35	41	53	71	85	87
강원	고성군	오호초등학교	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	66	54	50	41	42	41	43	48	41	49	40	36	38	36	42
강원	고성군	인흥초등학교	5	6	6	6	6	6	6	6	6	6	6	6	6	6	6	60	78	74	69	66	58	52	45	46	55	53	52	52	53	53
강원	고성군	죽왕초등학교	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	62	62	56	40	25	30	38	33	37	43	49	60	61	50	47
강원	고성군	죽정초등학교	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0
강원	고성군	천진초등학교	6	6	6	6	6	6	6	6	6	6	6	6	6	6	9	137	133	111	111	101	104	85	82	75	66	71	73	65	91	150
강원	동해시	남호초등학교	14	14	13	15	17	19	22	26	29	34	34	35	35	35	36	379	357	312	433	429	472	573	676	747	830	872	914	878	852	823
강원	동해시	동해삼육초등학교	7	7	8	8	9	9	9	9	9	9	8	8	8	8	8	169	177	207	224	209	199	207	206	217	219	196	182	180	187	210
강원	동해시	동해중앙초등학교	30	28	27	28	26	29	30	30	30	31	31	31	32	33	31	1003	929	865	830	829	836	805	793	818	820	796	806	784	769	728
강원	동해시	동해초등학교	19	18	19	15	14	14	15	15	15	14	14	14	14	14	13	560	541	483	386	322	346	332	336	319	297	289	291	269	260	260
강원	동해시	동호초등학교	23	21	19	18	16	17	16	14	13	13	13	13	15	16	15	657	586	546	483	418	378	337	297	273	253	263	305	315	303	292
강원	동해시	망상초등학교	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	57	64	70	64	62	62	66	72	64	60	60	69	68	67	66
강원	동해시	묵호초등학교	13	11	10	10	9	9	9	9	8	9	8	7	7	7	7	322	269	237	212	200	179	166	153	144	143	132	107	94	85	82
강원	동해시	북삼초등학교	13	14	12	12	12	13	13	14	15	15	17	18	18	19	20	397	362	316	282	258	262	308	319	337	336	370	380	388	369	398
강원	동해시	북평초등학교	28	26	26	27	25	23	22	21	20	19	19	20	21	27	29	864	833	787	763	679	596	542	509	452	419	438	468	499	607	642
강원	동해시	삼화초등학교	12	12	10	10	10	9	8	7	6	6	6	6	6	6	6	262	254	233	204	189	163	151	140	119	119	111	97	84	75	60
강원	동해시	송정초등학교	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	138	114	120	103	104	105	99	96	92	98	90	81	81	82	74
강원	동해시	창호초등학교	7	7	7	7	6	6	6	7	7	7	7	7	7	7	7	108	102	92	79	86	85	84	87	75	73	57	59	51	50	63
강원	동해시	천곡초등학교	25	25	23	22	20	20	19	19	17	16	15	14	13	14	13	824	778	679	591	553	528	475	427	392	371	326	300	285	281	268
강원	동해시	청운초등학교	54	53	54	55	54	50	47	45	43	41	38	38	39	37	36	1886	1821	1778	1765	1625	1407	1303	1224	1135	1024	977	960	937	857	791
강원	삼척시	궁촌초등학교	4	4	3	0	0	0	0	0	0	0	0	0	0	0	0	25	18	12	0	0	0	0	0	0	0	0	0	0	0	0
강원	삼척시	근덕초등학교	7	7	7	7	7	7	7	7	7	7	8	8	8	8	7	118	109	111	104	92	82	90	76	66	65	94	114	119	118	109
강원	삼척시	근덕초등학교궁촌분교장	0	0	0	2	2	2	2	3	3	3	3	3	3	3	2	0	0	0	10	6	3	3	5	6	7	7	7	8	8	4
강원	삼척시	근덕초등학교노곡분교장	2	3	3	3	2	2	1	1	0	0	0	0	0	0	0	6	7	6	6	7	4	3	1	0	0	0	0	0	0	0
강원	삼척시	근덕초등학교동막분교장	3	3	3	2	3	3	2	1	1	1	0	0	0	0	0	9	6	8	5	9	7	3	2	2	2	0	0	0	0	0
강원	삼척시	근덕초등학교마읍분교장	2	2	2	3	3	3	2	1	0	0	0	0	0	0	0	3	4	8	6	5	7	3	2	0	0	0	0	0	0	0
강원	삼척시	도계초등학교	14	15	17	16	15	15	14	13	13	13	12	12	12	11	9	404	388	366	332	314	292	261	266	260	232	212	195	179	149	134
강원	삼척시	도계초등학교소달분교장	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	7	4
강원	삼척시	맹방초등학교	4	5	6	6	6	6	6	6	6	6	6	6	6	6	6	25	43	60	63	60	54	64	61	65	61	63	65	69	73	77
강원	삼척시	미로초등학교	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	83	76	68	58	56	60	59	53	56	55	56	57	52	51	42
강원	삼척시	삼척남초등학교	3	4	5	5	5	5	5	5	5	6	7	7	7	7	7	21	28	25	29	27	26	25	24	22	25	33	37	35	49	45
강원	삼척시	삼척중앙초등학교	6	5	4	5	4	5	5	5	6	6	5	5	4	4	6	44	32	30	22	18	21	29	30	29	29	31	27	17	18	85
강원	삼척시	삼척초등학교	33	32	31	29	28	26	27	27	27	29	29	32	35	36	36	1097	1047	961	858	780	697	701	679	664	697	750	816	836	845	832
강원	삼척시	서부초등학교	11	12	12	13	13	13	13	14	14	15	15	14	13	13	13	276	268	273	261	248	244	268	279	304	306	298	298	256	237	212
강원	삼척시	소달초등학교	7	6	6	5	3	2	3	3	3	3	3	3	3	0	0	48	43	34	26	14	7	8	8	11	11	12	10	8	0	0
강원	삼척시	신동초등학교	3	3	3	3	4	4	4	4	4	4	3	3	3	3	3	17	16	19	19	14	20	19	15	12	10	11	10	12	12	11
강원	삼척시	오저초등학교	3	3	2	3	4	4	4	2	3	3	4	4	4	4	4	16	12	8	9	16	12	10	9	10	11	16	11	11	13	11
강원	삼척시	오저초등학교풍곡분교장	3	2	2	2	0	0	0	0	0	0	0	0	0	0	0	18	11	11	11	0	0	0	0	0	0	0	0	0	0	0
강원	삼척시	임원초등학교	6	6	6	6	6	6	6	6	6	6	6	5	5	4	4	83	77	61	64	55	42	36	39	35	29	31	24	25	23	24
강원	삼척시	임원초등학교신남분교장	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0
강원	삼척시	장원초등학교	7	7	7	7	7	7	7	7	8	8	7	7	7	7	7	136	118	98	84	70	62	63	59	82	79	69	77	71	66	50
강원	삼척시	장호초등학교	4	3	4	6	6	6	6	5	5	5	5	5	4	4	4	31	29	32	35	31	27	23	22	21	19	13	21	15	15	13
강원	삼척시	정라초등학교	38	39	39	40	39	40	36	37	34	34	31	29	29	28	27	1260	1269	1257	1213	1164	1078	1024	959	898	840	759	709	678	630	567
강원	삼척시	진주초등학교	14	14	13	11	10	9	10	12	13	13	13	13	11	10	9	401	349	296	256	248	199	172	188	184	175	191	196	174	168	157
강원	삼척시	하장초등학교	7	6	7	6	6	5	5	4	4	4	4	4	4	4	5	44	38	38	31	28	22	15	14	10	13	15	16	14	15	18
강원	삼척시	하장초등학교갈전분교장	3	3	2	0	0	0	0	0	0	0	0	0	0	0	0	12	9	4	0	0	0	0	0	0	0	0	0	0	0	0
강원	삼척시	하장초등학교역둔분교장	3	3	3	3	3	3	3	2	2	0	0	0	0	0	0	14	11	8	8	10	10	11	7	4	0	0	0	0	0	0
강원	삼척시	호산초등학교	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	173	163	142	131	107	99	88	86	81	77	70	68	57	60	51
강원	삼척시	호산초등학교노실분교장	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
강원	삼척시	흥전초등학교	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	129	106	97	77	66	60	58	49	42	40	36	34	31	30	25
강원	속초시	교동초등학교	47	49	47	45	43	44	42	43	37	38	38	36	35	35	35	1781	1680	1542	1407	1334	1208	1177	1095	1001	954	947	919	840	805	800
강원	속초시	대포초등학교	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	98	88	64	63	60	65	81	80	80	76	53	46	59	64	61
강원	속초시	설악초등학교	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	70	60	53	44	37	35	31	37	40	53	54	56	56	61	66
강원	속초시	소야초등학교	26	25	23	22	22	20	20	19	19	19	19	18	18	17	18	834	787	691	611	578	509	471	437	403	399	393	374	360	346	345
강원	속초시	속초초등학교	24	23	22	21	19	17	15	15	14	13	13	13	13	13	13	730	688	600	529	463	383	323	286	242	229	245	233	230	214	203
강원	속초시	영랑초등학교	18	16	15	15	14	15	14	13	12	12	12	11	12	11	10	527	445	366	309	277	242	231	217	214	198	201	188	168	158	160
강원	속초시	온정초등학교	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	87	80	74	71	71	67	66	77	77	68	66	62	65	68	78
강원	속초시	조양초등학교	20	19	19	19	18	19	17	18	16	14	15	16	17	17	18	627	565	575	565	501	496	433	403	356	337	326	363	368	347	382
강원	속초시	중앙초등학교	18	18	18	17	15	15	14	14	13	13	13	13	13	14	13	501	469	449	404	362	329	304	280	240	223	259	286	268	261	254
강원	속초시	청대초등학교	34	34	32	33	31	31	31	29	29	28	27	25	25	29	31	1128	1081	1017	957	902	843	799	743	710	658	634	612	621	701	723
강원	속초시	청봉초등학교	18	21	23	24	24	25	25	24	24	26	28	29	30	32	33	579	626	638	661	639	606	606	571	614	635	661	701	743	786	809
강원	속초시	청호초등학교	7	7	7	7	7	6	6	6	6	6	6	6	6	6	6	143	115	106	92	68	60	49	49	46	40	53	61	54	71	92
강원	양구군	도촌초등학교	6	6	6	6	6	6	6	7	7	7	7	7	7	7	7	77	69	56	59	58	57	52	43	40	30	40	38	43	50	61
강원	양구군	방산초등학교	7	7	7	7	6	6	6	6	6	6	5	5	6	6	6	93	90	88	71	64	63	43	43	28	32	23	22	24	20	20
강원	양구군	비봉초등학교	15	15	15	14	14	13	13	13	13	13	11	11	10	10	11	369	357	323	280	264	218	200	193	174	168	157	161	142	141	145
강원	양구군	양구초등학교	19	19	20	20	20	23	27	27	27	27	28	29	28	26	24	514	478	445	460	486	503	576	591	608	580	608	602	560	504	493
강원	양구군	용하초등학교	7	7	7	7	7	7	7	7	7	7	7	7	7	6	7	107	97	90	80	78	63	57	56	54	49	52	49	41	36	37
강원	양구군	원당초등학교	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	57	48	53	40	36	39	29	27	26	31	29	32	35	29	29
강원	양구군	임당초등학교	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	93	78	81	75	85	88	53	61	49	42	30	29	38	40	49
강원	양구군	임당초등학교팔랑분교장	3	2	3	2	0	0	0	0	0	0	0	0	0	0	0	20	10	13	6	0	0	0	0	0	0	0	0	0	0	0
강원	양구군	죽리초등학교	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	73	73	95	95	84	71	77	101	80	86	81	85	86	87	90
강원	양구군	한전초등학교	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	56	56	60	48	45	46	71	54	54	39	45	51	39	44	35
강원	양구군	해안초등학교	7	7	7	7	7	7	7	7	7	7	7	6	5	4	5	83	75	73	69	68	70	68	51	43	47	35	21	21	22	22
강원	양양군	강현초등학교	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	78	67	61	60	55	57	59	56	48	49	51	48	54	65	65
강원	양양군	광정초등학교	6	6	6	6	6	6	6	6	6	6	6	6	5	5	4	49	56	51	46	54	55	49	29	40	38	23	23	20	28	19
강원	양양군	남애초등학교	4	4	4	5	5	4	3	3	4	3	3	3	3	3	4	30	28	26	30	21	16	10	12	13	11	12	16	13	10	14
강원	양양군	남천초등학교	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
강원	양양군	상평초등학교	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	48	57	52	46	49	58	57	58	52	57	50	49	50	55	46
강원	양양군	상평초등학교공수전분교장	3	3	3	3	2	1	1	2	2	2	2	3	3	3	3	11	20	20	19	5	2	2	7	7	7	7	8	9	9	8
강원	양양군	상평초등학교오색분교장	0	0	0	0	0	0	0	0	0	0	0	2	1	1	2	0	0	0	0	0	0	0	0	0	0	0	4	3	3	3
강원	양양군	상평초등학교현서분교장	3	3	2	2	3	3	2	2	2	2	2	2	2	2	2	13	7	5	4	5	6	5	5	4	4	3	3	6	7	6
강원	양양군	손양초등학교	6	6	6	6	6	6	6	6	6	6	6	6	6	6	5	61	60	55	50	44	31	30	36	40	42	46	48	49	36	29
강원	양양군	송포초등학교	4	4	4	5	4	4	4	4	3	3	5	4	4	5	5	29	25	31	27	17	13	11	11	8	11	23	17	22	29	27
강원	양양군	양양초등학교	32	31	31	29	28	29	27	26	25	26	25	25	24	24	24	926	849	806	743	695	623	576	556	534	528	505	534	510	519	501
강원	양양군	오색초등학교	3	3	3	3	3	3	3	4	4	3	2	0	0	0	0	12	11	10	14	10	6	9	11	10	7	4	0	0	0	0
강원	양양군	인구초등학교	7	7	7	7	7	7	7	7	7	7	6	6	5	5	5	76	75	74	65	61	57	52	45	32	34	38	31	31	31	32
강원	양양군	인구초등학교임호분교장	3	0	3	3	4	4	4	3	4	3	2	2	1	0	0	5	0	14	28	13	12	11	11	9	6	5	4	2	0	0
강원	양양군	인구초등학교장임호분교장	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
강원	양양군	조산초등학교	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	108	101	85	77	73	65	57	55	54	42	39	40	41	42	39
강원	양양군	한남초등학교	5	5	6	6	6	6	6	6	6	6	6	6	6	6	6	41	40	43	46	48	46	60	63	60	65	60	62	49	42	35
강원	양양군	현북초등학교	3	3	3	3	4	5	5	5	4	4	3	3	4	5	6	16	13	17	18	21	25	21	21	20	12	9	12	18	27	44
강원	양양군	현성초등학교	3	3	3	4	5	5	5	5	4	4	4	3	3	4	4	18	19	29	36	35	22	19	15	15	16	14	11	11	12	12
강원	양양군	회룡초등학교	5	5	6	6	6	6	6	6	6	6	6	6	5	5	5	42	46	46	45	40	37	38	42	38	33	30	31	26	27	23
강원	영월군	구래초등학교	6	5	6	7	6	7	6	6	5	5	5	4	4	4	4	37	31	33	36	29	31	28	18	16	16	17	16	19	16	16
강원	영월군	내성초등학교	10	11	11	12	12	12	12	13	13	13	13	13	12	12	11	245	224	205	205	205	202	208	186	181	167	171	171	158	159	148
강원	영월군	녹전초등학교	6	6	5	6	6	6	6	6	6	5	5	5	5	5	5	48	53	49	43	34	36	34	31	25	20	24	25	26	24	24
강원	영월군	마차초등학교	3	3	3	4	4	4	5	5	6	6	6	6	6	6	6	21	23	14	18	16	19	27	24	22	23	25	23	26	23	28
강원	영월군	마차초등학교공기분교장	3	2	3	3	2	2	2	2	2	2	2	1	0	0	0	8	5	5	6	4	6	6	7	7	6	6	3	0	0	0
강원	영월군	마차초등학교문곡분교장	3	2	2	0	0	0	0	0	0	0	0	0	0	0	0	7	7	4	0	0	0	0	0	0	0	0	0	0	0	0
강원	영월군	마차초등학교연덕분교장	2	3	3	3	3	3	3	2	2	2	0	0	0	0	0	6	10	17	17	10	12	10	8	6	4	0	0	0	0	0
강원	영월군	무릉초등학교	6	6	6	6	6	7	7	7	7	7	7	7	7	6	6	38	34	25	30	27	33	37	38	42	41	38	42	36	37	33
강원	영월군	봉래초등학교	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	179	148	168	136	128	119	128	118	108	97	101	96	80	84	87
강원	영월군	봉래초등학교거운분교장	3	3	3	2	2	2	2	2	2	2	3	2	1	1	0	7	6	5	4	5	7	4	4	3	5	5	3	2	2	0
강원	영월군	봉래초등학교문산분교장	3	3	3	2	2	1	0	0	0	0	0	0	0	0	0	7	10	8	7	5	3	0	0	0	0	0	0	0	0	0
강원	영월군	신천초등학교	6	6	6	6	6	6	6	6	6	6	6	6	6	5	6	52	56	51	48	46	42	43	35	34	32	25	25	23	24	44
강원	영월군	쌍룡초등학교	7	7	7	7	7	7	7	6	6	6	6	6	6	6	6	80	68	61	57	54	46	44	37	35	40	39	38	38	34	37
강원	영월군	쌍룡초등학교토교분교장	3	3	3	3	3	3	3	3	3	3	3	2	1	0	0	17	11	11	11	9	8	8	8	7	6	6	4	2	0	0
강원	영월군	연당초등학교	6	7	7	7	7	7	7	7	7	7	7	7	7	7	7	54	50	52	49	51	48	41	36	36	32	35	41	30	35	29
강원	영월군	영월초등학교	36	36	36	34	37	37	37	36	34	32	30	29	29	28	29	1123	1089	996	942	922	873	809	774	741	697	669	643	609	605	598
강원	영월군	영월초등학교연상분교장	3	3	3	3	4	4	3	3	3	2	2	0	0	0	0	19	18	19	18	15	13	11	12	11	8	5	0	0	0	0
강원	영월군	영월초등학교연하분교장	4	3	3	2	2	3	2	2	3	3	3	2	2	1	1	9	8	8	5	8	11	6	8	11	10	8	5	4	3	2
강원	영월군	옥동초등학교	7	7	7	7	7	7	7	7	7	7	7	7	7	6	6	51	57	56	57	50	46	40	38	38	37	40	34	34	36	32
강원	영월군	옥동초등학교조제분교장	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	4	4	3	0	0	0	0	0	0	0	0	0	0	0	0
강원	영월군	주천초등학교	8	7	9	9	8	7	7	7	7	7	7	7	7	7	7	186	174	164	140	126	105	106	105	91	91	86	79	62	66	62
강원	영월군	청령초등학교	4	4	5	5	6	6	6	6	6	0	0	0	0	0	0	27	27	30	29	34	33	40	42	43	0	0	0	0	0	0
강원	영월군	청령포초등학교	0	0	0	0	0	0	0	0	0	6	7	7	7	7	7	0	0	0	0	0	0	0	0	0	55	71	75	64	64	58
강원	원주시	고산초등학교	5	5	5	5	5	5	4	4	5	6	5	6	6	6	6	43	38	33	30	26	25	17	17	24	32	32	44	51	55	60
강원	원주시	관설초등학교	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	101	90	76	68	64	63	58	53	53	43	47	49	37	52	41
강원	원주시	교동초등학교	25	22	21	20	20	20	21	20	19	19	19	19	18	20	19	780	687	613	536	487	445	425	394	375	385	355	366	363	366	353
강원	원주시	교학초등학교	4	3	4	5	5	6	5	5	6	6	6	6	6	7	7	33	24	24	27	29	29	24	23	23	27	32	34	31	39	43
강원	원주시	구곡초등학교	30	36	37	38	38	37	37	37	37	38	41	39	37	36	34	1048	1165	1193	1187	1125	1084	1058	1022	1017	1005	1062	1027	927	816	739
강원	원주시	귀래초등학교	7	7	6	7	7	7	7	7	7	7	7	7	7	7	7	74	60	44	39	43	36	35	41	57	73	75	65	59	62	53
강원	원주시	귀래초등학교귀운분교장	3	3	3	3	3	3	2	2	0	0	0	0	0	0	0	15	15	13	11	10	7	4	4	0	0	0	0	0	0	0
강원	원주시	금대초등학교	4	4	5	4	4	4	5	5	5	7	7	7	7	7	7	17	15	19	13	9	12	17	14	21	26	43	52	52	51	53
강원	원주시	남원주초등학교	49	48	48	49	48	46	46	44	41	40	38	37	35	36	38	1711	1651	1628	1597	1478	1372	1275	1179	1084	1046	1011	968	854	896	851
