sido	gu	name	class_2008	class_2009	class_2010	class_2011	class_2012	class_2013	class_2014	class_2015	class_2016	class_2017	class_2018	class_2019	class_2020	class_2021	class_2022	student_2008	student_2009	student_2010	student_2011	student_2012	student_2013	student_2014	student_2015	student_2016	student_2017	student_2018	student_2019	student_2020	student_2021	student_2022
전북	순창군	순창중앙초등학교	15	16	16	17	18	17	17	16	15	15	15	15	14	14	13	438	448	441	422	398	340	342	322	326	312	309	304	286	277	256
전북	순창군	순창초등학교	12	13	14	16	16	17	16	18	18	16	17	17	16	15	14	417	418	411	395	379	359	358	357	336	340	341	360	333	303	298
전북	순창군	시산초등학교	6	5	6	6	6	6	6	6	6	6	6	6	6	6	6	43	36	40	43	31	36	31	33	33	36	35	33	33	32	31
전북	순창군	쌍치초등학교	7	7	7	7	7	7	7	7	7	7	7	7	6	6	6	65	60	55	42	52	43	42	46	42	37	40	33	26	25	17
전북	순창군	옥천초등학교	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	109	83	73	64	56	59	71	66	68	67	60	48	49	55	50
전북	순창군	유등초등학교	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	24	18	19	16	16	17	15	17	20	18	18	18	20	23	24
전북	순창군	인계초등학교	6	6	6	6	6	6	6	6	6	6	6	6	6	7	7	34	32	35	35	37	39	34	34	29	29	27	25	22	22	19
전북	순창군	적성초등학교	6	6	6	6	6	6	6	6	6	6	6	4	4	5	5	34	32	21	21	22	18	17	15	16	14	15	9	10	11	10
전북	순창군	팔덕초등학교	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	40	36	39	41	41	38	40	40	38	33	33	34	31	32	33
전북	순창군	풍산초등학교	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	46	46	37	40	41	55	54	44	45	43	43	35	32	30	22
전북	완주군	가천초등학교	7	7	7	7	7	6	7	7	7	7	6	6	7	7	7	30	27	24	22	22	21	17	13	16	16	14	13	18	26	27
전북	완주군	간중초등학교	6	6	7	7	7	7	6	6	6	6	7	7	7	7	7	74	63	86	86	94	86	71	57	62	60	61	57	49	51	50
전북	완주군	고산동초등학교	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	12	13	0	0	0	0	0	0	0	0	0	0	0	0	0
전북	완주군	고산초등학교	10	8	8	8	8	7	7	7	7	7	7	7	7	7	7	177	152	133	104	101	95	94	82	78	78	90	97	99	114	130
전북	완주군	구이초등학교	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	97	81	81	75	59	71	62	72	80	71	80	79	78	68	71
전북	완주군	남관초등학교	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	62	116	125	108	67	46	34	49	57	55	52	49	32	24	26
전북	완주군	대덕초등학교	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	58	53	48	51	47	44	66	72	70	76	70	68	71	80	64
전북	완주군	동상초등학교	6	6	6	6	6	6	6	6	6	6	6	7	7	6	7	44	36	26	25	27	26	28	25	27	28	33	31	24	22	21
전북	완주군	동양초등학교	6	6	6	6	6	6	6	6	6	5	5	5	5	5	5	62	59	60	52	48	43	41	45	41	46	49	39	41	39	36
전북	완주군	봉동초등학교	35	34	34	31	31	31	31	31	29	28	30	30	29	28	27	1062	1019	928	862	813	755	740	725	696	715	720	715	648	602	581
전북	완주군	봉동초등학교양화분교장	4	4	5	4	5	6	6	6	6	6	6	6	6	6	6	19	24	34	18	15	19	22	20	22	22	31	26	34	37	38
전북	완주군	봉서초등학교	26	28	35	39	44	49	50	52	53	55	55	55	45	42	41	804	875	980	1152	1230	1298	1323	1368	1407	1452	1436	1432	1152	1012	975
전북	완주군	봉성초등학교	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	46	46	48	53	59	63	78	82	83	86	91	87	88	87	88
전북	완주군	비봉초등학교	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	41	54	78	77	86	79	77	80	84	105	111	102	114	108	93
전북	완주군	삼례동초등학교	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	73	63	63	59	62	58	56	62	51	45	50	50	53	52	48
전북	완주군	삼례중앙초등학교	19	18	18	17	17	17	17	16	18	16	16	14	13	13	13	552	504	452	420	385	382	361	338	331	317	301	269	247	240	214
전북	완주군	삼례초등학교	25	23	23	21	20	20	19	18	19	19	17	17	15	15	15	703	649	559	510	451	431	390	385	388	376	367	348	300	293	255
전북	완주군	삼우초등학교	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	107	112	113	113	107	109	106	108	100	92	94	94	89	89	77
전북	완주군	상관초등학교	14	13	13	14	15	16	15	15	13	13	13	13	13	12	11	335	307	303	294	288	305	284	279	269	251	218	209	206	195	183
전북	완주군	소양서초등학교	6	6	6	6	6	6	7	7	7	7	7	7	7	7	7	61	52	64	69	76	73	66	75	68	66	61	63	64	66	74
전북	완주군	소양초등학교	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	101	87	80	74	68	68	58	55	53	51	61	60	57	60	58
전북	완주군	송광초등학교	6	6	6	6	6	6	6	6	5	5	6	6	6	6	6	67	62	50	50	37	36	41	38	39	31	31	30	32	30	33
전북	완주군	용봉초등학교	10	8	9	7	7	7	7	7	7	7	7	7	7	7	7	192	173	148	120	102	95	101	96	103	116	126	130	124	115	125
전북	완주군	용진초등학교	6	6	7	7	7	7	7	6	6	6	6	6	6	6	6	57	45	108	107	109	109	104	102	81	80	73	83	72	58	60
전북	완주군	운주초등학교	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	63	48	39	38	39	39	38	44	45	37	32	31	27	31	26
전북	완주군	이서초등학교	16	16	16	17	17	16	15	18	19	19	19	20	20	21	21	374	348	351	340	341	320	311	346	404	405	427	438	432	427	430
전북	완주군	이성초등학교	6	6	7	7	7	7	7	7	7	8	6	6	6	7	7	110	126	146	148	149	144	141	139	128	125	96	86	59	48	41
전북	완주군	청명초등학교	5	5	5	6	7	7	7	7	7	7	7	7	6	6	6	38	38	31	40	47	56	64	62	55	60	49	54	44	35	35
전북	완주군	청완초등학교	6	5	5	6	6	6	6	6	6	6	6	6	15	17	18	38	35	37	49	57	67	71	77	79	78	80	98	331	379	410
전북	완주군	태봉초등학교	6	6	6	6	6	6	6	6	6	6	6	6	5	5	5	63	58	54	48	53	51	51	58	55	54	48	49	42	35	42
전북	완주군	화산초등학교	8	7	7	7	7	7	7	7	7	7	7	7	7	8	7	125	106	106	97	93	96	98	101	100	106	100	94	91	73	60
전북	익산시	금마초등학교	13	13	13	12	10	12	10	11	10	11	11	12	11	11	12	305	281	248	209	178	183	182	188	181	178	184	182	162	168	164
전북	익산시	금성초등학교	4	4	3	3	2	2	2	2	2	0	0	0	0	0	0	25	23	20	11	9	8	8	8	6	0	0	0	0	0	0
전북	익산시	낭산초등학교	6	6	6	6	6	6	6	6	6	6	6	6	5	5	5	53	49	48	42	47	44	42	41	32	35	27	26	23	23	26
전북	익산시	다송초등학교	4	3	3	3	2	2	2	3	3	3	4	4	4	4	3	28	15	13	8	5	7	12	17	19	19	23	24	25	27	23
전북	익산시	망성초등학교	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	24	17	17	26	38	39	39	37	33	28	38	32	33	35	26
전북	익산시	미륵초등학교	4	4	5	6	6	6	6	5	4	5	5	5	5	5	5	25	31	39	54	57	58	53	30	30	34	38	43	35	30	37
전북	익산시	삼기초등학교	6	7	7	7	7	6	6	6	6	6	6	6	6	6	6	87	76	63	55	44	36	31	37	34	33	29	26	25	23	25
전북	익산시	석불초등학교	6	6	5	5	5	4	4	4	4	4	4	3	3	3	3	51	50	42	37	29	27	27	30	24	25	23	22	18	15	13
전북	익산시	성남초등학교	4	3	3	0	0	0	0	0	0	0	0	0	0	0	0	18	13	10	0	0	0	0	0	0	0	0	0	0	0	0
전북	익산시	성당초등학교	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	77	72	60	66	106	110	91	79	79	68	67	68	48	39	40
전북	익산시	성북초등학교	7	7	7	7	6	6	6	6	6	5	5	5	5	5	5	49	56	52	47	47	47	44	37	34	35	31	31	33	35	35
전북	익산시	여산남초등학교	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0
전북	익산시	여산서초등학교	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0
전북	익산시	여산초등학교	9	11	10	7	7	7	7	7	6	6	6	6	6	6	6	179	197	166	132	122	117	120	122	118	112	105	101	93	84	95
전북	익산시	영만초등학교	3	3	3	11	13	17	19	25	28	25	26	27	25	25	26	16	16	20	249	292	344	423	693	785	574	560	571	537	522	533
전북	익산시	오산남초등학교	6	6	5	4	4	4	6	6	6	6	6	6	6	6	6	63	57	47	25	23	25	47	61	74	82	83	81	75	87	95
전북	익산시	오산초등학교	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	104	104	85	85	85	77	87	78	88	80	84	87	85	78	73
전북	익산시	왕궁남초등학교	7	7	7	7	7	7	6	7	6	5	5	5	5	6	6	66	59	52	45	35	38	36	33	26	23	14	17	13	18	15
전북	익산시	왕궁초등학교	7	7	7	7	7	7	6	7	7	7	7	7	7	7	7	95	78	57	58	49	54	52	46	44	34	36	38	38	37	39
전북	익산시	왕북초등학교	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	40	43	45	50	57	79	85	86	85	78	79	72	60	55	48
전북	익산시	용남초등학교	4	4	3	3	3	3	3	3	3	3	4	4	4	4	4	26	21	13	10	14	13	9	10	12	18	21	19	24	23	22
전북	익산시	용북초등학교	6	5	5	4	3	3	3	3	3	3	4	3	3	3	3	39	32	29	20	17	19	17	18	17	19	21	17	15	15	19
전북	익산시	용산초등학교	5	5	5	5	4	4	4	4	4	4	5	5	5	6	6	30	29	32	28	24	25	22	24	20	26	27	28	29	48	59
전북	익산시	용성초등학교	5	6	6	6	6	5	5	4	3	3	2	2	3	3	3	41	43	39	38	41	32	34	27	22	15	8	12	14	12	13
전북	익산시	용안초등학교	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	74	68	50	39	39	31	37	34	34	33	37	30	34	33	26
전북	익산시	웅포초등학교	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	48	45	44	35	37	34	32	32	32	27	31	30	29	24	21
전북	익산시	이리계문초등학교	5	6	6	7	6	7	7	7	7	7	7	7	7	7	7	21	38	42	45	48	57	71	80	84	77	90	89	78	82	81
전북	익산시	이리고현초등학교	32	31	30	30	31	33	31	29	28	18	18	17	17	17	16	1039	928	839	876	847	803	778	751	736	444	412	372	356	348	336
전북	익산시	이리남창초등학교	12	9	9	8	7	7	6	6	6	6	6	7	6	6	6	299	258	222	192	178	138	133	142	138	125	119	124	97	82	79
전북	익산시	이리남초등학교	7	7	7	7	6	6	6	5	5	5	5	6	6	6	6	139	115	88	60	52	39	37	30	35	27	33	33	37	51	53
전북	익산시	이리동남초등학교	22	22	22	21	19	18	17	16	16	14	17	16	15	15	15	667	602	539	507	461	409	382	372	341	315	316	315	325	295	277
전북	익산시	이리동북초등학교	28	25	24	22	21	21	21	20	18	17	16	16	15	14	14	877	770	709	603	546	504	470	441	411	377	364	347	336	301	279
전북	익산시	이리동산초등학교	34	32	35	34	35	34	34	33	32	31	31	31	30	30	29	1075	997	1029	967	960	887	871	825	788	765	760	753	718	707	665
전북	익산시	이리동초등학교	37	35	33	32	33	31	28	30	28	27	28	27	25	24	24	1180	1097	981	936	877	792	754	746	706	685	650	616	563	525	473
전북	익산시	이리마한초등학교	37	38	37	36	35	32	29	28	25	24	22	21	19	18	18	1224	1211	1116	1062	993	833	775	731	661	630	573	555	482	434	390
전북	익산시	이리모현초등학교	40	40	38	38	37	43	43	41	39	39	37	36	35	35	36	1389	1282	1169	1112	1078	1235	1192	1159	1118	1071	998	953	892	876	880
전북	익산시	이리백제초등학교	45	43	43	41	38	36	33	32	30	29	28	29	28	27	26	1485	1391	1332	1205	1099	962	865	816	766	737	719	670	629	603	577
전북	익산시	이리부송초등학교	28	25	24	23	22	24	24	24	22	23	23	25	23	23	22	889	776	715	607	560	555	538	539	510	513	521	537	505	469	436
전북	익산시	이리부천초등학교	37	37	37	34	34	31	36	28	26	26	27	27	26	26	25	1190	1162	1084	976	888	791	740	695	688	675	694	658	622	603	555
전북	익산시	이리북일초등학교	15	14	13	13	13	12	12	12	12	11	11	10	9	8	8	489	401	343	332	293	270	253	235	240	213	212	195	164	143	135
전북	익산시	이리북초등학교	18	17	17	15	15	14	13	13	13	13	13	13	13	13	13	501	439	399	351	320	299	297	290	264	247	235	242	233	225	210
전북	익산시	이리삼성초등학교	6	6	6	6	6	7	7	8	8	8	8	8	8	7	7	51	50	51	63	68	69	77	116	114	115	104	111	106	69	57
전북	익산시	이리서초등학교	11	8	8	7	7	12	14	15	16	17	18	18	20	21	22	248	188	133	100	74	229	281	334	383	412	424	443	472	483	495
전북	익산시	이리석암초등학교	6	6	7	7	7	7	7	7	7	6	7	7	7	7	6	61	63	64	61	56	51	44	36	41	39	41	39	40	38	30
전북	익산시	이리송학초등학교	20	20	21	22	21	22	23	23	22	21	21	22	21	21	21	582	565	594	559	541	546	580	581	539	523	508	521	486	451	442
전북	익산시	이리신동초등학교	13	12	10	9	8	7	6	7	7	7	9	9	8	9	9	354	293	247	199	159	132	125	151	151	156	177	178	150	142	147
전북	익산시	이리신흥초등학교	6	6	6	6	6	6	7	7	6	7	7	7	7	7	7	93	93	94	72	61	63	67	58	44	40	48	57	59	57	64
전북	익산시	이리영등초등학교	38	36	36	35	32	32	31	32	30	29	29	28	28	28	28	1282	1180	1093	1032	951	846	829	822	795	798	778	785	753	699	689
전북	익산시	이리중앙초등학교	17	15	15	14	12	11	9	8	7	7	7	7	7	7	7	472	410	342	300	240	197	171	152	137	124	128	132	122	129	117
전북	익산시	이리초등학교	27	26	25	23	20	21	18	17	16	15	15	15	14	14	14	855	771	684	625	560	485	434	373	359	339	339	338	307	294	294
전북	익산시	이리팔봉초등학교	14	15	16	17	18	17	17	17	16	15	17	16	16	16	17	400	408	404	409	403	381	400	386	358	347	357	337	335	320	320
전북	익산시	익산가온초등학교	0	0	0	0	0	0	0	0	0	31	34	37	38	38	40	0	0	0	0	0	0	0	0	0	764	901	966	968	948	977
전북	익산시	익산궁동초등학교	30	30	30	30	29	30	31	28	26	26	25	24	25	25	26	993	977	895	890	814	800	775	744	732	695	654	628	596	605	645
전북	익산시	익산어양초등학교	36	38	38	39	38	38	38	35	34	32	31	31	29	29	28	1204	1236	1226	1182	1137	1042	1012	918	855	808	766	756	709	728	714
전북	익산시	익산옥야초등학교	17	16	16	16	15	13	13	13	13	13	13	13	13	13	13	514	469	440	407	345	325	272	259	245	240	241	234	232	223	215
전북	익산시	익산초등학교	31	29	28	26	24	23	21	19	22	23	22	22	21	23	22	1003	907	818	719	649	553	504	466	525	519	509	525	490	477	443
전북	익산시	익산한벌초등학교	36	36	36	36	36	36	35	32	28	27	25	25	24	24	24	1300	1367	1326	1238	1179	1020	945	830	757	707	651	634	586	564	560
전북	익산시	천서초등학교	7	6	6	6	6	6	6	6	6	6	6	6	6	6	6	136	119	103	92	86	56	53	50	52	53	51	46	46	42	45
전북	익산시	춘포초등학교	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	86	79	71	66	85	60	54	56	63	52	71	85	90	92	78
전북	익산시	함라초등학교	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	102	89	82	68	68	62	53	57	63	60	61	46	38	37	26
전북	익산시	함열초등학교	20	19	18	18	20	19	19	19	17	17	17	16	15	14	14	555	508	440	470	455	404	413	360	346	335	324	321	294	260	250
전북	익산시	황등남초등학교	17	16	17	16	14	14	14	13	12	12	11	10	9	9	9	380	386	357	301	288	261	234	212	193	171	171	145	145	144	146
전북	익산시	황등초등학교	9	8	7	7	7	7	7	7	7	7	7	7	7	7	7	170	139	117	106	84	77	89	83	74	80	81	81	62	57	55
전북	익산시	흥왕초등학교	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	58	60	64	49	52	45	47	45	39	42	41	37	31	28	19
전북	임실군	갈담초등학교	6	6	7	7	7	7	7	7	7	7	7	7	7	7	7	120	99	83	61	51	44	35	26	21	25	23	27	26	30	24
전북	임실군	관촌초등학교	11	10	10	10	9	8	7	7	7	7	7	7	7	7	7	195	174	165	147	125	117	105	104	99	86	91	85	87	70	73
전북	임실군	대리초등학교	4	3	6	6	6	6	6	6	6	6	6	6	6	6	5	33	20	54	62	72	90	95	86	89	69	61	61	52	55	33
전북	임실군	덕치초등학교	6	6	6	6	6	6	6	6	6	6	6	6	6	6	5	49	42	35	39	29	32	29	28	24	23	20	23	16	13	10
전북	임실군	마암초등학교	5	6	6	6	6	6	6	6	6	6	6	6	6	6	6	36	61	74	80	77	75	70	66	53	49	52	53	44	53	52
전북	임실군	삼계초등학교	6	6	6	6	6	6	6	6	6	6	6	6	6	5	5	39	40	44	43	33	27	24	28	35	32	33	32	27	19	14
전북	임실군	성수초등학교	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	54	42	37	31	32	37	40	45	43	43	45	36	45	51	36
전북	임실군	신덕초등학교	6	6	6	6	6	6	6	6	6	6	5	5	5	3	0	33	35	38	36	28	27	21	25	25	20	12	10	10	6	0
전북	임실군	신평초등학교	6	6	6	6	6	6	6	6	6	6	6	6	6	7	7	36	35	32	37	34	31	24	26	21	20	15	18	15	15	20
전북	임실군	오수초등학교	13	13	13	13	13	12	10	12	9	8	8	7	7	7	7	277	260	239	213	195	173	167	163	140	133	117	112	101	86	82
전북	임실군	운암초등학교	6	6	6	6	6	6	6	6	5	4	5	5	4	4	4	32	36	30	28	29	28	23	21	19	15	16	12	10	8	7
전북	임실군	임실기림초등학교	6	6	6	6	6	7	7	7	7	7	7	7	7	7	7	40	39	32	34	37	35	34	51	50	59	62	60	53	51	49
전북	임실군	임실초등학교	14	13	13	13	13	13	14	16	16	17	18	19	20	19	19	354	327	322	320	304	299	326	338	354	398	405	431	419	377	346
전북	임실군	지사초등학교	6	6	6	6	6	7	7	7	6	6	6	6	6	6	6	43	37	32	27	29	35	29	36	22	23	25	20	19	15	22
전북	임실군	청웅초등학교	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	47	45	39	36	37	34	35	38	38	30	24	24	28	25	19
전북	장수군	계남초등학교	7	7	7	7	7	7	7	7	6	6	6	6	6	6	6	80	70	63	56	45	41	44	37	43	50	48	51	39	37	36
전북	장수군	계북초등학교	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	46	42	54	50	49	52	54	47	43	45	48	46	42	42	38
전북	장수군	번암초등학교	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	68	60	55	52	52	45	48	54	59	55	56	49	48	50	46
전북	장수군	번암초등학교동화분교	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	18	16	0	0	0	0	0	0	0	0	0	0	0	0	0
전북	장수군	번암초등학교동화분교장	0	0	3	3	3	3	3	3	3	3	3	3	3	3	3	0	0	13	11	17	10	13	19	11	11	13	16	15	11	12
전북	장수군	산서초등학교	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	108	88	79	69	63	62	59	56	64	72	73	73	59	58	50
전북	장수군	수남초등학교	7	7	7	7	7	7	7	7	7	7	7	7	8	8	7	68	64	61	58	59	60	68	72	75	67	72	65	50	48	39
전북	장수군	원촌초등학교	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	18	16	0	0	0	0	0	0	0	0	0	0	0	0	0
전북	장수군	장계초등학교	18	17	15	14	14	13	13	13	14	13	14	14	13	13	12	391	342	307	295	297	262	253	263	247	231	233	236	233	207	200
전북	장수군	장수초등학교	13	13	13	13	13	15	17	19	19	20	17	18	18	18	18	342	334	328	315	319	319	343	392	397	403	390	402	384	377	356
전북	장수군	천천초등학교	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	80	71	70	61	62	54	45	54	54	51	46	51	44	31	28
전북	전주시	전주교육대학교전주부설초등학교	19	19	18	19	19	19	19	19	19	19	19	19	19	19	19	541	541	542	538	541	537	527	509	490	471	455	444	435	434	430
전북	전주시	전주금암초등학교	20	20	20	18	17	16	15	15	14	13	14	13	13	13	13	570	539	487	428	392	349	329	323	304	308	302	293	287	260	240
전북	전주시	전주금평초등학교	16	15	14	13	12	12	12	12	11	11	12	12	13	15	15	484	432	374	315	276	268	240	216	207	205	210	195	205	228	226
전북	전주시	전주기린초등학교	38	36	36	35	34	32	31	29	29	28	25	25	23	23	22	1295	1165	1068	1001	922	841	816	766	752	702	645	613	539	491	470
전북	전주시	전주남초등학교	34	32	30	27	26	26	27	22	21	19	20	19	18	18	16	1081	953	836	750	704	664	588	537	492	476	457	434	408	381	349
전북	전주시	전주대성초등학교	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	156	138	106	104	107	99	80	69	63	55	64	49	47	53	48
전북	전주시	전주대정초등학교	25	24	24	24	25	25	26	25	26	25	24	28	30	32	33	769	749	685	663	667	647	659	658	667	655	643	746	735	794	818
전북	전주시	전주덕일초등학교	24	23	22	20	19	20	21	21	25	17	17	16	16	16	15	758	641	545	500	466	470	484	503	554	375	345	338	315	294	267
전북	전주시	전주덕진초등학교	19	17	15	14	14	14	13	10	9	10	9	7	6	6	7	541	470	379	334	316	262	233	215	179	192	169	145	124	125	124
전북	전주시	전주동북초등학교	19	16	16	15	14	13	13	13	13	13	13	13	13	12	12	542	473	403	361	318	278	269	262	237	242	229	212	200	186	174
전북	전주시	전주동신초등학교	28	26	24	21	20	19	17	16	16	13	15	16	17	21	24	896	764	670	580	531	473	408	384	325	303	283	330	357	365	514
전북	전주시	전주동초등학교	20	18	18	16	15	14	13	10	10	9	14	14	14	14	14	573	506	436	344	292	246	212	184	178	171	224	248	240	244	244
전북	전주시	전주만성초등학교	6	5	4	6	6	6	30	40	40	41	43	43	44	49	53	61	42	26	39	63	65	770	1089	1166	1155	1186	1200	1207	1334	1407
전북	전주시	전주만수초등학교	29	33	36	36	35	36	34	33	33	32	31	29	27	26	29	934	1064	1097	1074	1000	935	909	880	838	818	795	728	669	648	650
전북	전주시	전주문정초등학교	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	58	51	40	58	85	93	94	84	77	61	56	47	45	45	54
전북	전주시	전주문학초등학교	30	35	35	38	38	42	46	45	39	38	35	32	32	30	32	951	1153	1257	1337	1414	1370	1323	1256	1075	1005	936	871	813	753	743
전북	전주시	전주미산초등학교	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	75	68	54	53	53	50	40	40	43	41	46	43	50	57	48
전북	전주시	전주반월초등학교	27	27	27	25	25	23	22	22	21	20	20	20	21	21	21	868	816	743	681	612	566	523	505	499	468	461	468	481	469	479
전북	전주시	전주북일초등학교	36	36	36	34	34	36	32	32	31	32	30	29	28	25	25	1203	1145	1085	997	972	906	823	821	792	811	769	752	688	626	626
전북	전주시	전주북초등학교	44	42	40	37	34	34	31	30	30	27	28	25	23	22	21	1464	1328	1191	1090	978	893	845	813	788	738	712	633	575	518	491
전북	전주시	전주삼천남초등학교	47	43	40	37	34	31	27	25	23	22	20	19	19	18	17	1544	1399	1217	1052	923	785	684	612	568	537	499	470	443	433	403
전북	전주시	전주삼천초등학교	27	25	22	21	20	19	16	19	19	19	18	19	19	18	17	890	817	653	577	506	423	369	424	432	444	450	450	411	367	350
전북	전주시	전주새연초등학교	0	0	0	0	0	0	0	0	0	23	24	27	27	29	27	0	0	0	0	0	0	0	0	0	498	650	725	706	716	685
전북	전주시	전주서곡초등학교	55	55	55	51	50	49	44	42	40	38	36	32	31	30	29	1866	1791	1704	1582	1489	1360	1197	1180	1093	1009	959	887	812	755	710
전북	전주시	전주서문초등학교	39	36	33	32	27	28	25	23	21	20	20	21	19	19	19	1305	1157	1031	926	814	710	652	600	548	533	544	523	462	420	391
전북	전주시	전주서신초등학교	19	17	19	18	17	16	14	14	14	13	14	13	17	20	23	546	501	458	396	363	318	280	271	257	222	197	209	220	410	489
전북	전주시	전주서원초등학교	33	33	32	30	27	24	22	21	20	18	19	18	19	19	19	1047	1031	953	843	755	651	583	559	516	483	500	496	461	446	439
전북	전주시	전주서일초등학교	44	45	45	44	41	43	38	37	34	34	33	33	31	28	29	1553	1501	1415	1328	1240	1136	1038	1012	953	922	895	844	783	727	697
전북	전주시	전주서천초등학교	29	29	27	25	24	25	24	24	23	20	20	18	19	18	18	931	872	797	739	707	633	595	571	563	548	518	468	438	417	382
전북	전주시	전주송북초등학교	46	45	44	41	42	40	35	33	32	30	29	33	25	23	23	1513	1441	1346	1251	1205	1096	980	917	879	808	743	810	671	615	579
전북	전주시	전주송원초등학교	37	36	32	32	31	29	28	26	25	25	24	24	22	22	22	1223	1145	1001	927	857	744	711	686	665	631	613	599	552	538	528
전북	전주시	전주송천초등학교	30	32	34	32	33	32	31	31	32	32	31	30	30	30	30	942	1030	1006	942	880	853	833	821	800	783	755	738	695	659	669
전북	전주시	전주신동초등학교	50	50	49	48	46	46	40	42	40	39	36	45	28	26	25	1740	1642	1509	1448	1330	1231	1103	1072	999	953	879	965	713	617	591
전북	전주시	전주신성초등학교	37	34	32	32	30	28	27	25	25	23	23	21	20	19	20	1205	1037	963	901	788	725	673	643	617	561	565	534	512	471	437
전북	전주시	전주아중초등학교	17	14	14	13	13	14	14	15	15	14	13	13	13	12	12	471	412	364	333	321	324	325	335	338	339	320	291	258	238	243
전북	전주시	전주양지초등학교	34	33	31	29	30	28	24	23	20	19	18	16	16	16	16	1087	1009	926	824	772	681	607	556	488	445	405	384	355	329	323
전북	전주시	전주양현초등학교	0	0	0	0	0	0	0	0	0	0	0	30	38	47	51	0	0	0	0	0	0	0	0	0	0	0	622	984	1158	1287
전북	전주시	전주여울초등학교	28	31	35	36	36	37	37	37	37	34	33	30	30	29	28	934	1001	1084	1169	1137	1128	1073	1057	1005	912	867	799	750	691	647
전북	전주시	전주오송초등학교	16	18	26	28	29	30	38	39	42	49	50	48	47	47	48	430	561	737	821	813	796	1134	1142	1177	1370	1365	1347	1279	1275	1206
전북	전주시	전주온빛초등학교	0	0	0	0	0	0	0	23	34	46	53	60	58	61	61	0	0	0	0	0	0	0	581	707	1394	1537	1611	1653	1649	1683
전북	전주시	전주완산서초등학교	30	28	26	24	22	21	19	18	18	16	16	16	15	14	13	967	879	761	684	627	552	499	473	452	395	353	342	306	273	240
전북	전주시	전주완산초등학교	9	9	8	7	7	7	7	7	7	7	7	7	7	7	7	260	216	181	137	115	105	94	91	88	84	87	87	78	79	77
전북	전주시	전주용덕초등학교	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	58	60	52	52	52	57	58	56	58	44	45	61	74	89	100
전북	전주시	전주용소초등학교	29	32	30	27	28	28	26	26	25	25	25	25	24	25	23	983	958	889	809	765	686	682	647	658	672	639	620	590	568	510
전북	전주시	전주용와초등학교	23	24	24	23	24	25	26	26	26	26	24	29	20	18	19	710	669	658	624	603	616	640	617	622	605	580	563	460	440	412
전북	전주시	전주용흥초등학교	60	54	56	49	46	45	40	37	34	33	32	31	31	31	31	2052	1822	1694	1513	1350	1174	1063	973	905	865	854	808	754	708	698
전북	전주시	전주우림초등학교	12	12	23	34	37	38	39	48	49	33	28	25	22	20	19	317	351	634	1074	1110	1187	1324	1432	1391	902	755	663	522	450	435
전북	전주시	전주우전초등학교	37	37	37	36	37	35	33	31	34	35	36	38	39	37	37	1206	1196	1132	1102	1018	916	864	835	899	913	985	1000	946	916	859
전북	전주시	전주원동초등학교	3	3	3	2	1	5	6	6	6	6	7	7	6	7	7	15	15	15	11	5	29	71	73	64	60	83	93	84	93	92
전북	전주시	전주인봉초등학교	50	50	52	52	52	52	52	49	49	50	48	47	44	41	39	1693	1696	1626	1558	1548	1460	1368	1359	1362	1362	1338	1255	1134	1017	926
